taxon_name	mG19_06-15-1	mG19_06-15-2	mG19_06-15-3	mG19_07-23-1	mG19_07-23-2	mG19_07-23-3	mG19_09-10-1	mG19_09-10-2	mG19_09-10-3	mG19_09-29-1	mG19_09-29-2	mG19_09-29-3	mG19_11-3-1	mG19_11-3-2	mG19_11-3-3	mG19_12-4-1	mG19_12-4-2	mG19_12-4-3
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium paucimobilis;	0.000607	0.000329	0.000468	0.000506	0.000759	0.00043	0.000658	0.000278	0	0.000784	0.000354	0	0.000584	0.0008105	0.001037	0.000329	0.000354	0.000304
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium psychroaquaticum;	0.000455	0.000531	0.000493	0.000658	0.00081	0.000607	0.000531	0.000658	0.000557	0.00086	0.000354	0.000329	0.000406	0.00057	0.000734	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. 21;	0.000582	0.000734	0.000658	0.001139	0.001063	0.001088	0.000987	0.001518	0.00086	0.002429	0.000961	0.000304	0.000812	0.001013	0.001214	0.00043	0.00043	0.00043
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. B29;	0.000304	0	0.000152	0	0	0	0.000455	0	0	0.000582	0	0	0	0.000177	0.000354	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. CFCC 11742;	0.00043	0.000557	0.0004935	0.000557	0.00043	0.000607	0.000936	0.000759	0.000784	0.001518	0.000607	0	0.000559	0.001266	0.001973	0.0001645	0.000329	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. CZ-UAM;	0.000354	0.00038	0.000367	0.000582	0.000455	0	0.000455	0.000405	0.000405	0.000633	0.00038	0	0.000432	0.0005955	0.000759	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. IITKGP-BTPF85;	0	0	0	0.000506	0.000531	0.00043	0.00038	0	0.000683	0.000911	0.00038	0	0	0.0005695	0.001139	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. JB170;	0.000708	0.000481	0.0005945	0.000582	0.000481	0.000354	0.001088	0.00081	0.000835	0.000961	0.000405	0	0	0.0004805	0.000961	0.000139	0	0.000278
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. ML3W;	0.000329	0.00043	0.0003795	0.000354	0.000405	0.000354	0.000607	0.000607	0.00043	0.000708	0	0	0.000355	0.0004305	0.000506	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. PM2-P1-29;	0	0	0	0	0	0	0.000278	0	0.000405	0.00043	0.000354	0	0.000279	0.000456	0.000633	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. T2;	0	0.00038	0.00019	0.000354	0.000607	0.000405	0.000557	0.000557	0	0.000354	0.000304	0	0	0.0003165	0.000633	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium spiritivorum;	0.000911	0.000683	0.000797	0.001164	0.001392	0.001164	0.000911	0.001037	0.00129	0.00172	0.000835	0.000658	0.001066	0.001178	0.00129	0.000544	0.000455	0.000633
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium thalpophilum;	0.000354	0.000405	0.0003795	0.000557	0.000506	0.000531	0.000455	0.000633	0.00043	0.000531	0.00043	0	0	0.000329	0.000658	0	0	0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium wenxiniae;	0.000354	0.000354	0.000354	0.00043	0.000531	0.000708	0.000405	0.000582	0.000886	0.00043	0.000354	0	0	0.000367	0.000734	0.0003035	0.000278	0.000329
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius;Aliifodinibius roseus;	0.00081	0.001316	0.001063	0.001493	0.002277	0.002252	0.001872	0.00172	0.001594	0.002429	0.001973	0.000506	0.00066	0.0010385	0.001417	0.0004935	0.000557	0.00043
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Balneola;Balneola sp. EhC07;	0.000658	0.000481	0.0005695	0.000683	0.001366	0.001467	0.00129	0.000734	0.001037	0.001189	0.00081	0.00043	0.000279	0.000405	0.000531	0.000291	0.000304	0.000278
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Balneola;Balneola vulgaris;	0.000633	0.001265	0.000949	0.001063	0.001189	0.00124	0.000658	0.000607	0.001063	0.001366	0.001088	0.000405	0.000279	0.000709	0.001139	0.000152	0	0.000304
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Gracilimonas;Gracilimonas tropica;	0.000835	0.000607	0.000721	0.001088	0.001366	0.001822	0.001037	0.001164	0.000886	0.001569	0.001139	0	0.000584	0.0008615	0.001139	0.0003415	0.000354	0.000329
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter;Rhodohalobacter halophila;	0.000759	0.000531	0.000645	0.00086	0.001594	0.001923	0.001214	0.000961	0.001012	0.001493	0.001037	0.000658	0.000711	0.0007605	0.00081	0.000152	0.000304	0
Bacteria;Caldiserica;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum;Caldisericum exile;	0	0	0	0	0	0	0	0.000354	0	0	0	0	0	0	0	0	0	0
Bacteria;Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix;Caldithrix abyssi;	0.000936	0.001392	0.001164	0.001493	0.002581	0.001796	0.001645	0.001569	0.000936	0.00124	0.000683	0.000987	0.000584	0.0008105	0.001037	0.000468	0.000405	0.000531
Bacteria;Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix;Caldithrix sp. RBG_13_44_9;	0.000455	0.001164	0.0008095	0.000708	0.000784	0.001063	0.00086	0.000784	0.000506	0	0.000455	0.000633	0	0.0002655	0.000531	0	0	0
Bacteria;Candidatus Acetothermia;NA;NA;NA;Candidatus Acetothermum;Candidatus Acetothermus autotrophicum;	0	0.000304	0.000152	0.000354	0	0.000405	0	0.000354	0	0	0.000278	0	0	0.000139	0.000278	0	0	0
Bacteria;Candidatus Acetothermia;NA;NA;NA;NA;Acetothermia bacterium 64_32;	0.000354	0	0.000177	0	0	0.000354	0.00038	0.00043	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium 4484_214;	0	0.000455	0.0002275	0.000329	0	0.000531	0.000557	0.000633	0	0	0.000531	0	0	0.000177	0.000354	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_13_59_9;	0	0.000455	0.0002275	0.000278	0	0.000683	0.000784	0.000531	0	0	0	0	0	0.000139	0.000278	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_13_62_12;	0.000278	0.000278	0.000278	0.000531	0.00043	0.000633	0.000633	0.000734	0.000582	0.000633	0.000531	0	0	0.00019	0.00038	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_13_63_10;	0.000405	0.000734	0.0005695	0.00038	0.000481	0.000658	0.000683	0.000633	0.000633	0.000708	0.000278	0	0.000406	0.0003675	0.000329	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_13_64_14;	0	0	0	0	0	0.000405	0.000582	0.00038	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_16_63_16;	0.000658	0.001063	0.0008605	0.001316	0.000557	0.00167	0.002049	0.001847	0.000633	0.000607	0.000886	0.000278	0.000508	0.000861	0.001214	0.0006325	0.000481	0.000784
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_16_66_30;	0	0.000658	0.000329	0.000329	0.000835	0.001063	0.000582	0.001012	0	0	0	0	0.000279	0.0004305	0.000582	0.000253	0.000506	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_19FT_COMBO_58_17;	0.000557	0.000582	0.0005695	0.000531	0.000531	0.000936	0.000759	0.001139	0.000734	0.000633	0.000506	0.00043	0.000457	0.00057	0.000683	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_19FT_COMBO_59_29;	0	0.000278	0.000139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Aminicenantes;NA;NA;NA;NA;Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30;	0	0	0	0	0	0.000329	0.00038	0.000304	0	0	0	0	0	0.000152	0.000304	0.000139	0	0.000278
Bacteria;Candidatus Andersenbacteria;NA;NA;NA;NA;Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11;	0	0.000354	0.000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Andersenbacteria;NA;NA;NA;NA;Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11b;	0	0	0	0	0	0	0	0	0	0.000304	0	0	0	0	0	0	0	0
Bacteria;Candidatus Atribacteria;NA;NA;NA;NA;Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14;	0	0.00038	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Beckwithbacteria;NA;NA;NA;NA;Candidatus Beckwithbacteria bacterium GW2011_GWA2_43_10;	0	0	0	0	0	0.000329	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Berkelbacteria;NA;NA;NA;NA;Berkelbacteria bacterium GW2011_GWA2_38_9;	0	0	0	0	0	0	0.000278	0	0	0.000354	0.00038	0	0	0	0	0	0	0
Bacteria;Candidatus Berkelbacteria;NA;NA;NA;NA;Candidatus Berkelbacteria bacterium CG1_02_42_45;	0	0	0	0	0.000278	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Buchananbacteria;NA;NA;NA;NA;Candidatus Buchananbacteria bacterium RBG_13_39_9;	0	0	0	0	0	0	0	0	0	0	0.000304	0	0	0	0	0	0	0
Bacteria;Candidatus Campbellbacteria;NA;NA;NA;NA;Candidatus Campbellbacteria bacterium RIFOXYC2_FULL_35_25;	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Cloacimonetes;NA;NA;NA;Candidatus Cloacimonas;Candidatus Cloacimonas acidaminovorans;	0.00038	0	0.00019	0.000354	0.000304	0.000304	0	0	0	0.000405	0	0	0	0.0002275	0.000455	0	0	0
Bacteria;Candidatus Cloacimonetes;NA;NA;NA;Candidatus Cloacimonas;Candidatus Cloacimonas sp. 4484_209;	0	0	0	0	0	0.00043	0.000329	0.000329	0	0.000304	0	0	0.000305	0.0003045	0.000304	0	0	0
Bacteria;Candidatus Cloacimonetes;NA;NA;NA;Candidatus Cloacimonas;Candidatus Cloacimonas sp. SDB;	0	0.000304	0.000152	0.000278	0.00043	0.000506	0.000481	0.000582	0.00038	0	0.000278	0	0	0.0002025	0.000405	0	0	0
Bacteria;Candidatus Cloacimonetes;NA;NA;NA;NA;Candidatus Cloacimonetes bacterium 4572_55;	0.000607	0.000961	0.000784	0.000936	0.001088	0.001392	0.001088	0.000961	0.000531	0.00043	0.000607	0.000304	0.000432	0.000659	0.000886	0.000329	0.000329	0.000329
Bacteria;Candidatus Coatesbacteria;NA;NA;NA;NA;Candidatus Coatesbacteria bacterium RBG_13_66_14;	0	0.000582	0.000291	0	0	0.000304	0	0.000506	0	0	0	0	0	0.000177	0.000354	0	0	0
Bacteria;Candidatus Dadabacteria;NA;NA;NA;NA;Candidatus Dadabacteria bacterium CSP1-2;	0	0.00043	0.000215	0	0.000304	0.000506	0	0.000405	0.000304	0	0	0	0	0.00019	0.00038	0	0	0
Bacteria;Candidatus Dadabacteria;NA;NA;NA;NA;Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21;	0.000304	0.000354	0.000329	0.00038	0.000633	0.000633	0.000658	0.000683	0	0	0.000304	0	0	0.0002025	0.000405	0	0	0
Bacteria;Candidatus Delongbacteria;NA;NA;NA;NA;Candidatus Delongbacteria bacterium GWF2_40_14;	0	0.000329	0.0001645	0.000304	0.000405	0	0	0	0	0	0	0	0	0.000139	0.000278	0	0	0
Bacteria;Candidatus Desantisbacteria;NA;NA;NA;NA;Candidatus Desantisbacteria bacterium CG1_02_38_46;	0.000304	0.000329	0.0003165	0	0	0.000278	0	0.000455	0	0.000531	0	0	0	0	0	0	0	0
Bacteria;Candidatus Desantisbacteria;NA;NA;NA;NA;Candidatus Desantisbacteria bacterium CG1_02_49_89;	0.000354	0.000557	0.0004555	0.000405	0.000278	0.000329	0.00043	0.00038	0.000278	0	0.000506	0.000658	0	0.0002405	0.000481	0	0	0
Bacteria;Candidatus Desantisbacteria;NA;NA;NA;NA;Candidatus Desantisbacteria bacterium CG2_30_40_21;	0	0	0	0.000354	0	0.000278	0.000329	0.000329	0	0	0.000278	0	0	0.000152	0.000304	0	0	0
Bacteria;Candidatus Doudnabacteria;NA;NA;NA;NA;Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_49_9;	0	0	0	0	0	0	0.000304	0	0	0	0	0	0	0.000152	0.000304	0	0	0
Bacteria;Candidatus Doudnabacteria;NA;NA;NA;NA;Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_50_11;	0	0	0	0	0	0	0	0	0	0.000354	0	0	0	0	0	0	0	0
Bacteria;Candidatus Eisenbacteria;NA;NA;NA;NA;Candidatus Eisenbacteria bacterium RBG_16_71_46;	0.000784	0.001999	0.0013915	0.001037	0.000759	0.001543	0.00549	0.007236	0.000633	0.00043	0.001037	0.000557	0.00033	0.0006585	0.000987	0.0004555	0.000278	0.000633
Bacteria;Candidatus Eisenbacteria;NA;NA;NA;NA;Candidatus Eisenbacteria bacterium RBG_19FT_COMBO_70_11;	0.000633	0.001619	0.001126	0.000405	0	0.000455	0.000329	0.000531	0.000455	0.000278	0.000531	0.00086	0	0	0	0.000139	0	0.000278
Bacteria;Candidatus Falkowbacteria;NA;NA;NA;NA;Candidatus Falkowbacteria bacterium CG1_02_37_21;	0	0	0	0	0	0	0	0	0	0.000278	0	0	0	0	0	0	0	0
Bacteria;Candidatus Falkowbacteria;NA;NA;NA;NA;Candidatus Falkowbacteria bacterium RIFOXYC2_FULL_48_21;	0	0	0	0	0.000278	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Firestonebacteria;NA;NA;NA;NA;Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8;	0	0	0	0	0	0	0	0.000278	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Fischerbacteria;NA;NA;NA;NA;Candidatus Fischerbacteria bacterium RBG_13_37_8;	0.001088	0.001543	0.0013155	0.001746	0.001442	0.001999	0.001645	0.001366	0.001923	0.001771	0.002176	0.002479	0.000508	0.000659	0.00081	0.000721	0.000531	0.000911
Bacteria;Candidatus Fraserbacteria;NA;NA;NA;NA;Candidatus Fraserbacteria bacterium RBG_16_55_9;	0	0.000481	0.0002405	0.00043	0.000304	0	0.000329	0.00043	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Giovannonibacteria;NA;NA;NA;NA;Candidatus Giovannonibacteria bacterium GW2011_GWA2_44_26;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354	0.000708	0.000139	0	0.000278
Bacteria;Candidatus Glassbacteria;NA;NA;NA;NA;Candidatus Glassbacteria bacterium RBG_16_58_8;	0	0.000531	0.0002655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Glassbacteria;NA;NA;NA;NA;Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11;	0.000582	0.000708	0.000645	0.000329	0.00043	0.000734	0.000683	0.000607	0.000481	0.000304	0.00038	0.000329	0	0.000177	0.000354	0.000152	0	0.000304
Bacteria;Candidatus Gottesmanbacteria;NA;NA;NA;NA;Candidatus Gottesmanbacteria bacterium GW2011_GWA2_43_14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001645	0.000329	0	0	0
Bacteria;Candidatus Gottesmanbacteria;NA;NA;NA;NA;Candidatus Gottesmanbacteria bacterium GW2011_GWB1_44_11c;	0	0	0	0	0.000582	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Gottesmanbacteria;NA;NA;NA;NA;Candidatus Gottesmanbacteria bacterium GW2011_GWB1_49_7;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405	0.00081	0	0	0
Bacteria;Candidatus Handelsmanbacteria;NA;NA;NA;NA;Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10;	0.001493	0.001872	0.0016825	0.002454	0.0021	0.002581	0.002935	0.003491	0.001822	0.002049	0.002277	0.000759	0.000939	0.001532	0.002125	0.0007465	0.000557	0.000936
Bacteria;Candidatus Hydrogenedentes;NA;NA;NA;NA;Candidatus Hydrogenedentes bacterium CG1_02_42_14;	0	0.000481	0.0002405	0.000304	0.000329	0.000658	0.000405	0.000557	0	0	0.000304	0	0	0.0002405	0.000481	0.000139	0	0.000278
Bacteria;Candidatus Kaiserbacteria;NA;NA;NA;NA;Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22;	0.000582	0	0.000291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Kaiserbacteria;NA;NA;NA;NA;Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_56_24;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177	0.000354	0	0	0
Bacteria;Candidatus Kaiserbacteria;NA;NA;NA;NA;Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_34;	0.000304	0	0.000152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Kaiserbacteria;NA;NA;NA;NA;Candidatus Kaiserbacteria bacterium RIFOXYB1_FULL_46_14;	0.00081	0.000405	0.0006075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Kaiserbacteria;NA;NA;NA;NA;Candidatus Kaiserbacteria bacterium RIFOXYD1_FULL_42_15;	0.003972	0.001467	0.0027195	0.000329	0	0	0	0	0	0	0	0	0	0.00019	0.00038	0	0	0
Bacteria;Candidatus Kryptonia;NA;NA;NA;Candidatus Chrysopegis;Candidatus Chrysopegis kryptomonas;	0	0	0	0	0.000658	0.000354	0.000278	0.000304	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Kryptonia;NA;NA;NA;Candidatus Kryptobacter;Candidatus Kryptobacter tengchongensis;	0.000506	0.009386	0.004946	0.002606	0.001898	0.00172	0.000658	0.003061	0.00043	0.001164	0.000557	0.001822	0.001904	0.0011795	0.000455	0.00043	0	0.00086
Bacteria;Candidatus Kryptonia;NA;NA;NA;Candidatus Kryptonium;Candidatus Kryptonium thompsoni;	0.000304	0.000582	0.000443	0.000455	0.000936	0.000911	0.000708	0.00043	0	0	0	0	0.000305	0.0001525	0	0	0	0
Bacteria;Candidatus Latescibacteria;NA;NA;NA;NA;Candidatus Latescibacteria bacterium 4484_107;	0.000304	0.000405	0.0003545	0.000329	0.000557	0.000582	0.000633	0.000304	0.000278	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Latescibacteria;NA;NA;NA;NA;Candidatus Latescibacteria bacterium 4484_181;	0	0.000354	0.000177	0	0	0.000304	0	0	0	0.000278	0	0	0	0	0	0	0	0
Bacteria;Candidatus Latescibacteria;NA;NA;NA;NA;Candidatus Latescibacteria bacterium 4484_7;	0	0	0	0.000304	0	0.000329	0	0.000455	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Latescibacteria;NA;NA;NA;NA;Latescibacteria bacterium DG_63;	0.000481	0.000607	0.000544	0.000531	0.000329	0.000481	0.00081	0.000734	0	0	0.000405	0.00038	0	0.0002785	0.000557	0.000152	0.000304	0
Bacteria;Candidatus Lindowbacteria;NA;NA;NA;NA;Candidatus Lindowbacteria bacterium RIFCSPLOWO2_12_FULL_62_27;	0	0.000278	0.000139	0.000354	0	0.000278	0	0	0	0.000278	0	0	0	0	0	0	0	0
Bacteria;Candidatus Magasanikbacteria;NA;NA;NA;NA;Candidatus Magasanikbacteria bacterium GW2011_GWC2_45_8;	0	0	0	0.000455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Magasanikbacteria;NA;NA;NA;NA;Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_41_13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139	0.000278	0	0	0
Bacteria;Candidatus Margulisbacteria;NA;NA;NA;NA;Candidatus Margulisbacteria bacterium GWF2_35_9;	0.000304	0	0.000152	0	0.000557	0	0.000304	0.000278	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Marinimicrobia;NA;NA;NA;NA;Candidatus Marinimicrobia bacterium CG1_02_48_14;	0.000911	0.001139	0.001025	0.000886	0.000708	0.00129	0.000835	0.001037	0.000607	0.000607	0.000481	0.000658	0.000355	0.000709	0.001063	0	0	0
Bacteria;Candidatus Microgenomates;NA;NA;NA;NA;Microgenomates bacterium 39_6;	0	0	0	0.000329	0	0.000582	0	0.000329	0.000607	0.000405	0.000304	0	0	0	0	0	0	0
Bacteria;Candidatus Nealsonbacteria;NA;NA;NA;NA;Candidatus Nealsonbacteria bacterium RIFOXYD1_FULL_39_11;	0	0	0	0	0	0	0	0	0	0.000506	0	0	0	0	0	0	0	0
Bacteria;Candidatus Nomurabacteria;NA;NA;NA;NA;Candidatus Nomurabacteria bacterium GW2011_GWA2_40_9;	0	0	0	0.001366	0.001012	0.001619	0.000405	0.000708	0.001316	0.000582	0	0	0	0.0002025	0.000405	0	0	0
Bacteria;Candidatus Nomurabacteria;NA;NA;NA;NA;Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_42_17;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152	0.000304	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;Candidatus Omnitrophus;Candidatus Omnitrophus magneticus;	0	0	0	0.000278	0.000354	0.000329	0.000354	0.000481	0	0	0	0	0	0.00019	0.00038	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Candidatus Omnitrophica bacterium 4484_100;	0	0	0	0	0	0	0	0.000278	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Candidatus Omnitrophica bacterium CG1_02_43_210;	0	0.000278	0.000139	0	0	0	0.000304	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Candidatus Omnitrophica bacterium CG1_02_44_16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001645	0.000329	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Candidatus Omnitrophica bacterium CG1_02_46_14;	0	0	0	0.000481	0.000304	0.000405	0.000405	0.000329	0	0.000329	0.000405	0	0.000406	0.000393	0.00038	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Candidatus Omnitrophica bacterium CG1_02_49_10;	0	0.000304	0.000152	0	0	0	0.000304	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Candidatus Omnitrophica bacterium CG1_02_49_16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139	0.000278	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium GWA2_45_18;	0	0	0	0	0	0.000304	0	0.000329	0	0	0	0	0	0	0	0.000152	0.000304	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium GWA2_47_8;	0	0	0	0.000481	0.000278	0.00043	0.000278	0.000304	0	0	0	0	0	0.0002275	0.000455	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium GWA2_53_43;	0	0.000278	0.000139	0	0	0.000278	0	0	0.000304	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium RBG_13_41_10;	0	0.000304	0.000152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_45_21;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139	0.000278	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_52_10;	0	0	0	0.00038	0	0	0.00038	0.000531	0.000582	0.000405	0.000506	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_63_39;	0	0.000658	0.000329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_67_20;	0	0	0	0	0	0.00043	0	0.000278	0	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_68_15;	0.000557	0.000708	0.0006325	0.000329	0.000405	0.000708	0.00043	0.000708	0.000329	0	0.000329	0.00038	0	0.0002025	0.000405	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_8;	0	0	0	0	0	0	0	0.00038	0.000278	0	0	0	0	0	0	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium SM23_29;	0	0	0	0	0	0.00038	0.000304	0.000278	0	0	0.000304	0	0	0.0001645	0.000329	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica WOR_2 bacterium SM23_72;	0	0.000304	0.000152	0	0	0.000784	0	0	0	0	0	0	0	0.000253	0.000506	0.000139	0	0.000278
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica bacterium GWA2_50_21;	0	0.000557	0.0002785	0	0	0	0.000304	0.00038	0	0	0	0	0	0.000152	0.000304	0	0	0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;Omnitrophica bacterium GWA2_52_12;	0	0.000278	0.000139	0	0	0.000329	0	0	0	0	0	0	0	0	0	0	0	0
