taxon_name	mG19_06-15-1	mG19_06-15-2	mG19_06-15-3	mG19_07-23-1	mG19_07-23-2	mG19_07-23-3	mG19_09-10-1	mG19_09-10-2	mG19_09-10-3	mG19_09-29-1	mG19_09-29-2	mG19_09-29-3	mG19_11-3-1	mG19_11-3-2	mG19_11-3-3	mG19_12-4-1	mG19_12-4-2	mG19_12-4-3
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CACIA14H2;	0.004276	0.007742	0.006009	0.00382	0.001822	0.001695	0.001113	0.00124	0.002707	0.001417	0.003517	0.006123	0.000711	0.0009755	0.00124	0.000974	0.001366	0.000582
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH1-A6;	0.000936	0.001822	0.001379	0.000455	0	0	0	0	0	0.000278	0.000405	0.001037	0	0.0001645	0.000329	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH11-A4;	0.001543	0.002581	0.002062	0.00038	0	0	0	0	0.000506	0.000278	0.000658	0.001139	0	0	0	0.000177	0.000354	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH13-E1;	0.001645	0.00253	0.0020875	0.000658	0	0	0	0	0.000405	0	0.000734	0.001923	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH5-A3;	0.000886	0.001139	0.0010125	0.000506	0	0	0	0	0.000683	0	0.000405	0.00086	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH6-A6;	0.001341	0.002985	0.002163	0.000759	0	0	0	0	0.00043	0	0.000633	0.00172	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH8-A3;	0.001063	0.001619	0.001341	0.00043	0	0	0	0	0	0	0.000455	0.001139	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH9-A1;	0	0.000304	0.000152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. RAC04;	0.003744	0.005515	0.0046295	0.00172	0.00086	0.000759	0.000557	0.000304	0.001113	0	0.001746	0.003365	0	0.0002405	0.000481	0.0002655	0.000531	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium;Citromicrobium sp. JL2201;	0.001214	0.000987	0.0011005	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium;Citromicrobium sp. JLT1363;	0.001543	0.002935	0.002239	0.001214	0.000582	0.000886	0.000455	0.000557	0.000607	0.000506	0.001214	0.002302	0	0.0003415	0.000683	0.0004305	0.00038	0.000481
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium;Citromicrobium sp. WPS32;	0.000506	0.000911	0.0007085	0.000506	0.000278	0.000304	0	0	0	0	0.000455	0.000987	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;Sphingomonas-like bacterium B12;	0.002176	0.003871	0.0030235	0.002555	0.00129	0.001746	0.000658	0.000886	0.00081	0.000531	0.00124	0.002429	0.000685	0.000975	0.001265	0.000569	0.000683	0.000455
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium acidiphilum;	0.002834	0.004377	0.0036055	0.002353	0.001265	0.00172	0.00124	0.001442	0.001923	0.000759	0.001948	0.002404	0.000584	0.0010005	0.001417	0.000658	0.000683	0.000633
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium aromaticivorans;	0	0.000405	0.0002025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium barchaimii;	0.002125	0.00334	0.0027325	0.001847	0.001316	0.001214	0.001493	0.001392	0.000987	0.000683	0.002024	0.002302	0.000635	0.0009375	0.00124	0.000772	0.000886	0.000658
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium capsulatum;	0.00038	0.000304	0.000342	0.000481	0	0	0	0	0.000278	0	0.00038	0.000304	0	0.000139	0.000278	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium fuchskuhlense;	0.004402	0.007894	0.006148	0.003947	0.002125	0.003011	0.002378	0.002479	0.003213	0.001543	0.003314	0.004858	0.001396	0.001849	0.002302	0.00129	0.001619	0.000961
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium lentum;	0.002985	0.004807	0.003896	0.002277	0.001594	0.002581	0.001771	0.002555	0.001467	0.000759	0.001948	0.003213	0.000584	0.001165	0.001746	0.000759	0.000987	0.000531
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium lindaniclasticum;	0.001923	0.002328	0.0021255	0.001467	0.000911	0.001189	0.000683	0.000683	0.000936	0.000633	0.000759	0.001366	0.000711	0.000887	0.001063	0.000253	0	0.000506
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium malaysiense;	0.002226	0.002657	0.0024415	0.001973	0.001164	0.001214	0.001164	0.001341	0.001164	0.000734	0.001214	0.002226	0.000863	0.0009755	0.001088	0.0005065	0.000633	0.00038
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium mathurense;	0.001619	0.003567	0.002593	0.00167	0.000455	0.000607	0.000278	0.00043	0.000506	0	0.001113	0.002353	0.000279	0.000342	0.000405	0.0003035	0.000329	0.000278
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium naphthalenivorans;	0.005085	0.004934	0.0050095	0.003213	0.001771	0.001543	0.001037	0.000835	0.001392	0.000633	0.002758	0.00425	0.000685	0.0007725	0.00086	0.0007215	0.00081	0.000633
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium nitrogenifigens;	0.001695	0.002075	0.001885	0.002075	0.001543	0.001493	0.000835	0.001037	0.001139	0.000936	0.001063	0.001417	0.000762	0.0008745	0.000987	0.000582	0.000835	0.000329
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium pentaromativorans;	0.006856	0.007464	0.00716	0.004023	0.001746	0.001392	0.000557	0.000582	0.001973	0.00081	0.003972	0.009285	0.000609	0.00076	0.000911	0.000873	0.000911	0.000835
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium resinovorum;	0.002302	0.003238	0.00277	0.002328	0.001088	0.001189	0.000354	0.000683	0.001037	0.000405	0.001569	0.002277	0.000533	0.0006585	0.000784	0.00043	0.000329	0.000531
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium rosa;	0.005338	0.007843	0.0065905	0.004175	0.002783	0.002555	0.00167	0.00172	0.002404	0.001088	0.003997	0.008071	0.001117	0.001305	0.001493	0.001088	0.001392	0.000784
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP1;	0.000405	0.000784	0.0005945	0.00043	0	0	0	0.000304	0	0	0.000455	0.000506	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP83;	0.006376	0.012397	0.0093865	0.005212	0.002328	0.00253	0.001923	0.002024	0.003542	0.002302	0.00463	0.00759	0.001371	0.001963	0.002555	0.0014925	0.001973	0.001012
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP93;	0.004175	0.005819	0.004997	0.003365	0.001872	0.001948	0.001341	0.001139	0.002707	0.000987	0.002884	0.004782	0.001168	0.0015705	0.001973	0.000848	0.000886	0.00081
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AP12;	0.001467	0.002404	0.0019355	0.001442	0.001316	0.001366	0.000961	0.001442	0.000961	0.000633	0.000987	0.001139	0.00066	0.000684	0.000708	0.0006455	0.000886	0.000405
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. B-7;	0.00592	0.007185	0.0065525	0.002505	0.001012	0.001341	0.000658	0.000557	0.001543	0.001164	0.002657	0.005946	0.00066	0.00076	0.00086	0.0011635	0.00129	0.001037
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. B1;	0.005262	0.010398	0.00783	0.00463	0.002758	0.001872	0.00124	0.00129	0.001973	0.001012	0.003163	0.003846	0.000787	0.001064	0.001341	0.0015685	0.002302	0.000835
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. CCH12-A3;	0.002505	0.003289	0.002897	0.001771	0.002277	0.000784	0.000582	0.000683	0.001265	0.000759	0.001088	0.001771	0.000279	0.0005695	0.00086	0.00019	0.00038	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. CF614;	0.002985	0.003846	0.0034155	0.002505	0.00129	0.001746	0.000784	0.000987	0.001088	0.000759	0.001847	0.003744	0.00066	0.0007855	0.000911	0.000519	0.000633	0.000405
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. FSW06-99;	0.002328	0.002884	0.002606	0.002505	0.001189	0.001366	0.001392	0.001417	0.002024	0.001037	0.001822	0.001822	0.000914	0.001153	0.001392	0.0008475	0.000987	0.000708
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. Fuku2-ISO-50;	0.004301	0.00587	0.0050855	0.00377	0.001923	0.00124	0.000886	0.001518	0.00172	0.000886	0.002884	0.004453	0.000609	0.0010255	0.001442	0.0006835	0.00081	0.000557
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. KN65.2;	0.003542	0.006603	0.0050725	0.002454	0.001316	0.000936	0.000835	0.000734	0.001037	0.000455	0.001366	0.003846	0.000559	0.000735	0.000911	0.0008475	0.001037	0.000658
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. Leaf2;	0.001847	0.001898	0.0018725	0.001189	0.000835	0.000658	0.000759	0.000886	0.00086	0.000557	0.001442	0.001847	0	0.0002025	0.000405	0.000329	0.000354	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. MBES04;	0.004605	0.006022	0.0053135	0.003491	0.001973	0.002125	0.001316	0.001366	0.002151	0.001139	0.003137	0.005591	0.00099	0.0010645	0.001139	0.0008985	0.00081	0.000987
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. MD-1;	0.006781	0.0105	0.0086405	0.004402	0.00172	0.002252	0.001265	0.001543	0.002581	0.001164	0.004731	0.006932	0.000914	0.0010515	0.001189	0.0012525	0.001442	0.001063
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. NDB2Meth1;	0.00339	0.00544	0.004415	0.002176	0.001164	0.001088	0.000734	0.000658	0.001619	0.000734	0.002505	0.004402	0.000533	0.0006715	0.00081	0.000721	0.000759	0.000683
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. P6W;	0.001695	0.003137	0.002416	0.001366	0.000455	0.000708	0.000759	0.000734	0.000607	0.000557	0.001063	0.001796	0.000355	0.000456	0.000557	0.000329	0.00038	0.000278
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. PP1Y;	0.002378	0.002935	0.0026565	0.001518	0.000683	0.000734	0.000633	0.000582	0.000886	0.00081	0.001746	0.002353	0.000406	0.0006205	0.000835	0.0004555	0.000911	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. Rr 2-17;	0.001746	0.002505	0.0021255	0.00167	0.001088	0.000987	0.000911	0.000886	0.000886	0.000658	0.001265	0.001164	0.000482	0.000633	0.000784	0.000253	0.000506	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. SCN 63-17;	0.000329	0.000607	0.000468	0.000582	0.000455	0.000304	0.00043	0.000329	0.00038	0	0	0.00038	0	0.00019	0.00038	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. SCN 66-18;	0.001569	0.002429	0.001999	0.001923	0.001493	0.001872	0.001619	0.001695	0.002125	0.00081	0.00167	0.000911	0.00033	0.000532	0.000734	0.0002405	0.000481	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. ST904;	0.002176	0.00296	0.002568	0.001316	0.000835	0.000784	0.000911	0.001088	0.000759	0.000683	0.000987	0.001543	0.000406	0.0005065	0.000607	0.000481	0.000658	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium subterraneum;	0.001796	0.002378	0.002087	0.001139	0.001012	0.000531	0	0.00043	0.000658	0	0.001012	0.001442	0	0.000329	0.000658	0.000152	0	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium tardaugens;	0.004554	0.005262	0.004908	0.002732	0.002328	0.001923	0.001569	0.001923	0.001796	0.000835	0.002555	0.004605	0.00066	0.001241	0.001822	0.0009865	0.001012	0.000961
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Pacificimonas;Pacificimonas flava;	0.002884	0.004402	0.003643	0.003036	0.001392	0.001923	0.001518	0.001139	0.001645	0.000961	0.002075	0.003036	0.001168	0.0011405	0.001113	0.000734	0.000658	0.00081
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;Sandarakinorhabdus limnophila;	0.028716	0.036078	0.032397	0.015281	0.006072	0.005136	0.001645	0.002201	0.008729	0.001214	0.017457	0.04167	0.002183	0.002559	0.002935	0.008678	0.008931	0.008425
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;Sandarakinorhabdus sp. AAP62;	0.042024	0.057457	0.0497405	0.025655	0.009564	0.007843	0.002808	0.002682	0.012751	0.003365	0.025958	0.063276	0.00325	0.00394	0.00463	0.0126755	0.012979	0.012372
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium abikonense;	0.000304	0.000481	0.0003925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium amiense;	0.000987	0.001999	0.001493	0.001113	0.000405	0.000708	0.000582	0.000683	0.000506	0.00038	0.000734	0.000936	0.000406	0.0005195	0.000633	0.0004175	0.000455	0.00038
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium baderi;	0.001847	0.002125	0.001986	0.001569	0.000886	0.001366	0.001063	0.001417	0.001139	0.00086	0.000936	0.001341	0.000787	0.0010135	0.00124	0.000721	0.000911	0.000531
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium chinhatense;	0	0.000557	0.0002785	0	0	0	0	0	0	0	0	0.000329	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium chlorophenolicum;	0.002277	0.002985	0.002631	0.001417	0.001189	0.000961	0.001063	0.000835	0.001493	0.00086	0.001467	0.0021	0.000787	0.0006845	0.000582	0.00043	0.00043	0.00043
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium chungbukense;	0.001265	0.002834	0.0020495	0.001442	0.000607	0.000633	0.000557	0.000683	0.000658	0.000304	0.000708	0.001493	0.000355	0.000671	0.000987	0.000304	0.000304	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium cloacae;	0.001265	0.001442	0.0013535	0.000734	0.00038	0.000481	0.000405	0.000506	0.00086	0.000633	0.001113	0.001164	0.000355	0.000494	0.000633	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium czechense;	0.000557	0.000886	0.0007215	0.000835	0.000329	0.000304	0.000329	0.000557	0.000405	0	0.000304	0.000961	0.000355	0.0003925	0.00043	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium faniae;	0.002176	0.003137	0.0026565	0.001923	0.000987	0.001214	0.000784	0.000633	0.000936	0.000455	0.001822	0.001619	0.001092	0.00109	0.001088	0.000582	0.000607	0.000557
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium herbicidovorans;	0.000911	0.001619	0.001265	0.00086	0.000354	0.000481	0.000329	0.000455	0.000633	0	0.000557	0.000911	0	0.0002275	0.000455	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium indicum;	0.001088	0.001594	0.001341	0	0	0	0	0	0	0	0.000455	0.001012	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium japonicum;	0.001695	0.002555	0.002125	0.002404	0.00129	0.001746	0.001392	0.001063	0.002581	0.001695	0.002707	0.002176	0.000559	0.0007475	0.000936	0.00062	0.000734	0.000506
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium lactosutens;	0.000582	0.001012	0.000797	0.000784	0.00038	0.000531	0	0	0.000304	0	0.000582	0.00086	0	0.0002405	0.000481	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium lucknowense;	0	0.000354	0.000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium phenoxybenzoativorans;	0.002151	0.002834	0.0024925	0.001543	0.001392	0.001164	0.001164	0.001214	0.001164	0.000936	0.001012	0.001923	0.000711	0.0012285	0.001746	0.000455	0.000455	0.000455
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. 66-54;	0.001645	0.002682	0.0021635	0.001948	0.000987	0.001164	0.00124	0.001493	0.001113	0.000759	0.001189	0.001518	0.000762	0.000963	0.001164	0.00043	0.000582	0.000278
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. AP49;	0.000582	0.000835	0.0007085	0.001012	0.000405	0.000708	0.000506	0.000481	0.000886	0.000354	0.000633	0.000759	0.000457	0.000431	0.000405	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. AP50;	0.000987	0.001645	0.001316	0.00124	0.001012	0.000506	0.000582	0.000557	0.000759	0.00043	0.00086	0.001746	0.000355	0.000519	0.000683	0.0004805	0.000455	0.000506
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. Ant17;	0.003997	0.0042	0.0040985	0.002353	0.000987	0.000835	0.000481	0.000455	0.001417	0.000582	0.002505	0.004959	0.000584	0.0006715	0.000759	0.0004935	0.000506	0.000481
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. C100;	0.000835	0.001493	0.001164	0.001063	0.00043	0.000405	0.000658	0.000531	0.000531	0.000278	0.00043	0.001063	0.000305	0.0003675	0.00043	0.0002025	0.000405	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. CCH11-B1;	0.001594	0.002201	0.0018975	0.001265	0.00081	0.00086	0.000784	0.000658	0.001037	0.000784	0.001493	0.001948	0.000533	0.000646	0.000759	0.0002785	0.000557	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. DC-2;	0.00086	0.001442	0.001151	0	0	0	0	0	0.000658	0.000405	0.000354	0.000582	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. EP60837;	0.000886	0.002125	0.0015055	0.000481	0.000354	0.000582	0.000481	0.000582	0.00043	0.000354	0.00038	0.00081	0.000279	0.000671	0.001063	0.000392	0.000506	0.000278
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. Leaf26;	0.001467	0.003188	0.0023275	0.001569	0.000784	0.000708	0.000557	0.000683	0.000683	0.000481	0.001037	0.001898	0.000533	0.0007095	0.000886	0.0003165	0.000304	0.000329
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. MI1205;	0.000633	0.000658	0.0006455	0.000658	0	0.000304	0.000278	0.000405	0.00038	0	0.000531	0.000481	0.000457	0.000507	0.000557	0.0001645	0	0.000329
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. Ndbn-10;	0	0	0	0	0	0	0	0	0	0	0	0.000506	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. RAC03;	0.000531	0.000658	0.0005945	0.000304	0	0	0	0	0.000278	0	0.000304	0.000506	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. SCN 64-10;	0.000278	0	0.000139	0.000354	0	0	0	0	0	0	0	0.00043	0	0.000139	0.000278	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. SYK-6;	0.002581	0.003441	0.003011	0.002404	0.001366	0.001973	0.001467	0.001771	0.002682	0.001695	0.002277	0.001796	0.001523	0.001495	0.001467	0.000544	0.000557	0.000531
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. TCM1;	0.001164	0.001189	0.0011765	0.001139	0.000506	0.000607	0.000531	0.000506	0.000683	0.000759	0.000582	0.00081	0.000406	0.0004685	0.000531	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. TKS;	0.002226	0.003466	0.002846	0.00124	0.000683	0.000708	0.000354	0.000582	0.000759	0	0.001417	0.001973	0.000355	0.0005065	0.000658	0.0002785	0.000557	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. YBL2;	0	0.000481	0.0002405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. YL23;	0.001164	0.001569	0.0013665	0.001012	0.00038	0.000582	0.000405	0.000759	0.001214	0.000329	0.00081	0.000506	0.000584	0.000646	0.000708	0.000329	0.000354	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. YR657;	0	0.000329	0.0001645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. YR768;	0.001999	0.003567	0.002783	0.001872	0.00081	0.000886	0.000683	0.00043	0.001594	0.000557	0.00124	0.002125	0.000559	0.000583	0.000607	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. ba1;	0.000304	0.000936	0.00062	0.000658	0	0	0	0	0	0	0.000329	0.000405	0	0.00019	0.00038	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium ummariense;	0.00172	0.002479	0.0020995	0.001442	0.000708	0.000734	0.001063	0.000658	0.001113	0.000835	0.000886	0.001088	0.000787	0.0007225	0.000658	0.000215	0.00043	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium xenophagum;	0.002125	0.003669	0.002897	0.001645	0.000784	0.000582	0.000683	0.000708	0.000886	0.000531	0.001417	0.002479	0.00066	0.000684	0.000708	0.0005315	0.000734	0.000329
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium yanoikuyae;	0.004099	0.007818	0.0059585	0.003416	0.002884	0.001796	0.001341	0.001088	0.002176	0.00167	0.002657	0.004984	0.001371	0.00147	0.001569	0.000974	0.001164	0.000784
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas adhaesiva;	0.000633	0.000607	0.00062	0.001214	0.000557	0.000607	0.00043	0.000481	0.000557	0.00038	0.000481	0.000886	0	0.0002655	0.000531	0	0	0
