geneID	Acir.mT19_11-3-1-1	Acir.mT19_11-3-1-2	Acir.mT19_11-3-2-1	Acir.mT19_11-3-2-2	Acir.mT19_11-3-3-1	Acir.mT19_11-3-3-2	Acir.mT19_12-4-1-1	Acir.mT19_12-4-1-2	Acir.mT19_12-4-2-1	Acir.mT19_12-4-2-2	Acir.mT19_12-4-3-1	Acir.mT19_12-4-3-2	Acir.mT19_6-15-1-1	Acir.mT19_6-15-1-2	Acir.mT19_6-15-2-1	Acir.mT19_6-15-2-2	Acir.mT19_6-15-3-1	Acir.mT19_6-15-3-2	Acir.mT19_7-23-1-1	Acir.mT19_7-23-1-2	Acir.mT19_7-23-2-1	Acir.mT19_7-23-2-2	Acir.mT19_7-23-3-1	Acir.mT19_7-23-3-2	Acir.mT19_9-10-1-1	Acir.mT19_9-10-1-2	Acir.mT19_9-10-2-1	Acir.mT19_9-10-2-2	Acir.mT19_9-10-3-1	Acir.mT19_9-10-3-2	Acir.mT19_9-29-1-1	Acir.mT19_9-29-1-2	Acir.mT19_9-29-2-1	Acir.mT19_9-29-2-2	Acir.mT19_9-29-3-1	Acir.mT19_9-29-3-2
ACIR310F_RS0110720_ACIR310F_RS0110720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117045_ACIR310F_RS0117045	87.00	100.00	73.00	52.00	50.00	46.00	150.00	200.00	82.00	80.00	271.00	219.00	63.00	3.00	4.00	31.00	6.00	40.00	16.00	0.00	24.00	44.00	41.00	51.00	59.00	49.00	40.00	49.00	106.00	73.00	43.00	25.00	52.00	75.00	47.00	46.00
ACIR310F_RS0108885_ACIR310F_RS0108885	0.00	0.00	0.00	0.00	9.00	7.00	0.00	0.00	6.00	4.00	38.00	36.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.00	35.00	2.00	0.00	9.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117245_ACIR310F_RS0117245	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	16.00	12.00	0.00	0.00	0.00	0.00	0.00	7.00	0.00	0.00	20.00	13.00	2.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119790_ACIR310F_RS0119790	1.00	0.00	0.00	0.00	4.00	20.00	0.00	0.00	21.00	35.00	64.00	54.00	0.00	0.00	0.00	0.00	6.00	8.00	0.00	0.00	231.00	240.00	23.00	13.00	4.00	6.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106405_ACIR310F_RS0106405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116085_ACIR310F_RS0116085	0.00	0.00	0.00	0.00	1.00	10.00	0.00	0.00	1.00	5.00	13.00	8.00	1.00	0.00	0.00	0.00	0.00	21.00	0.00	0.00	54.00	21.00	11.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112285_ACIR310F_RS0112285	0.00	0.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	1.00	11.00	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	21.00	3.00	1.00	1.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114160_ACIR310F_RS0114160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100120_ACIR310F_RS0100120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102690_ACIR310F_RS0102690	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	7.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	2.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS26930_ACIR310F_RS26930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107250_ACIR310F_RS0107250	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	115.00	67.00	15.00	9.00	2.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101245_ACIR310F_RS0101245	0.00	0.00	0.00	0.00	3.00	7.00	0.00	0.00	3.00	7.00	29.00	26.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	23.00	7.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113285_ACIR310F_RS0113285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	9.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	3.00	9.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116065_mutT	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108385_ACIR310F_RS0108385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104230_nagZ	0.00	0.00	0.00	0.00	1.00	6.00	0.00	0.00	18.00	16.00	25.00	66.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	58.00	31.00	5.00	4.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116225_ACIR310F_RS0116225	0.00	0.00	0.00	0.00	4.00	3.00	0.00	0.00	27.00	14.00	145.00	107.00	1.00	0.00	0.00	0.00	0.00	6.00	4.00	0.00	11.00	13.00	4.00	0.00	2.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102195_grpE	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	2.00	0.00	13.00	4.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.00	9.00	1.00	1.00	9.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117055_ACIR310F_RS0117055	0.00	0.00	0.00	0.00	4.00	2.00	0.00	0.00	3.00	1.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	42.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23090_ACIR310F_RS23090	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	1.17	0.00	0.00	8.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116395_ACIR310F_RS0116395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	12.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23270_ACIR310F_RS23270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108680_sds	1.00	2.00	2.00	2.00	26.00	18.00	2.00	0.00	88.00	108.00	247.00	215.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	297.00	240.00	25.00	2.00	18.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107500_ACIR310F_RS0107500	0.00	0.00	0.00	0.00	3.00	3.00	0.00	0.00	4.00	0.00	11.00	7.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	19.00	7.00	2.00	0.00	0.00	8.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS24180_ACIR310F_RS24180	0.00	0.00	0.00	0.00	0.00	5.47	0.00	0.00	1.49	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	11.41	7.31	2.12	0.00	0.00	0.02	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113525_ACIR310F_RS0113525	0.00	0.00	0.00	0.00	5.00	9.00	0.00	0.00	4.00	5.00	32.00	34.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	11.00	25.00	3.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119745_tsaE	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105645_ACIR310F_RS0105645	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	2.00	2.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112010_atpB	30.00	7.00	304.00	192.00	1925.00	2150.00	87.00	3.00	2715.00	2827.00	4326.00	4393.00	52.00	3.00	3.00	7.00	14.00	695.00	171.00	63.00	8203.00	7165.00	728.00	368.00	846.00	897.00	52.00	86.00	4.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00
ACIR310F_RS26905_ACIR310F_RS26905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101610_ACIR310F_RS0101610	0.00	0.00	2.00	0.00	9.00	9.00	4.00	0.00	15.00	19.00	37.00	34.00	1.00	0.00	0.00	0.00	0.00	5.00	3.00	0.00	120.00	117.00	5.00	10.00	6.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS21965_ACIR310F_RS21965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114175_ACIR310F_RS0114175	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	2.00	3.00	10.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100350_ACIR310F_RS0100350	74.00	87.00	397.00	613.00	694.00	177.00	209.00	94.00	18.00	15.00	76.00	64.00	61.00	38652.00	28678.00	170.00	83.00	64.00	221.00	506.00	44.00	69.00	37.00	83.00	178.00	109.00	121.00	121.00	149.00	86.00	1140.00	4233.00	81.00	55.00	107.00	73.00
ACIR310F_RS0113125_ACIR310F_RS0113125	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	1.00	2.00	11.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119520_ACIR310F_RS0119520	0.00	0.00	0.00	0.00	1.00	4.00	0.00	0.00	8.00	6.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	94.00	162.00	2.00	2.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106530_ACIR310F_RS0106530	1.00	4.00	15.00	6.00	59.00	117.00	1.00	0.00	197.00	93.00	412.00	359.00	5.00	0.00	0.00	4.00	8.00	68.00	18.00	0.00	246.00	139.00	46.00	35.00	45.00	56.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102080_ACIR310F_RS0102080	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS24625_rpmJ	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108405_ACIR310F_RS0108405	0.00	0.00	0.00	0.00	13.00	8.00	0.00	0.00	22.00	22.00	127.00	105.00	3.00	0.00	0.00	0.00	0.00	31.00	0.00	0.00	146.00	117.00	10.00	5.00	19.00	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100400_ACIR310F_RS0100400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109310_ACIR310F_RS0109310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109610_ACIR310F_RS0109610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108140_ACIR310F_RS0108140	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22445_ACIR310F_RS22445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111180_ACIR310F_RS0111180	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	1.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100765_galE	0.00	0.00	0.00	1.00	8.00	13.00	3.00	0.00	9.00	4.00	34.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.00	41.00	1.00	0.00	1.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22390_ACIR310F_RS22390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25375_ACIR310F_RS25375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110290_ACIR310F_RS0110290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109190_ACIR310F_RS0109190	0.00	0.00	5.00	0.00	3.00	0.00	0.00	0.00	2.00	1.00	9.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	11.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS27150_ACIR310F_RS27150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105935_ACIR310F_RS0105935	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108080_ACIR310F_RS0108080	0.00	0.00	0.00	2.00	7.00	21.00	0.00	0.00	22.00	21.00	43.00	37.00	3.00	0.00	0.00	0.00	0.00	12.00	0.00	0.00	81.00	108.00	4.00	2.00	8.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107890_ACIR310F_RS0107890	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107125_psbZ	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110760_ACIR310F_RS0110760	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100770_ACIR310F_RS0100770	0.00	0.00	0.00	0.00	1.00	8.00	0.00	0.00	3.00	6.00	7.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.00	10.00	4.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109050_ACIR310F_RS0109050	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.00	132.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112835_frr	0.00	0.00	2.00	0.00	31.00	42.00	5.00	0.00	51.00	59.00	142.00	139.00	1.00	0.00	0.00	1.00	0.00	28.00	0.00	0.00	115.00	104.00	23.00	0.00	11.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120880_bioF	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	2.00	1.00	5.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.00	13.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106705_ACIR310F_RS0106705	3.00	0.00	0.00	0.00	6.00	3.00	0.00	0.00	9.00	8.00	33.00	13.00	0.00	0.00	0.00	0.00	0.00	12.00	0.00	0.00	19.00	9.00	0.00	0.00	5.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107845_patD	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	4.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114725_rpsB	2.00	3.00	16.00	18.00	132.00	312.00	1.00	0.00	211.00	209.00	566.00	591.00	5.00	3.00	0.00	0.00	0.00	50.00	8.00	12.00	187.00	87.00	42.00	29.00	78.00	83.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111750_ACIR310F_RS0111750	0.00	1.00	16.00	22.00	114.00	191.00	4.00	0.00	206.00	236.00	618.00	519.00	4.00	0.00	0.00	1.00	0.00	105.00	3.00	0.00	373.00	224.00	37.00	34.00	42.00	18.00	4.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114840_ACIR310F_RS0114840	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS21405_ACIR310F_RS21405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105615_ACIR310F_RS0105615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25160_ACIR310F_RS25160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104465_ACIR310F_RS0104465	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23940_ACIR310F_RS23940	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120250_ACIR310F_RS0120250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25030_ACIR310F_RS25030	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	18.51	5.56	0.99	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25215_ACIR310F_RS25215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101970_ACIR310F_RS0101970	0.00	0.00	0.00	0.00	5.00	14.00	0.00	0.00	24.00	9.00	66.00	48.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.00	50.00	3.00	0.00	4.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117820_ACIR310F_RS0117820	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	2.00	5.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.00	12.00	0.00	0.00	3.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115080_ACIR310F_RS0115080	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
