taxon_name	mG19_06-15-1	mG19_06-15-2	mG19_06-15-3	mG19_07-23-1	mG19_07-23-2	mG19_07-23-3	mG19_09-10-1	mG19_09-10-2	mG19_09-10-3	mG19_09-29-1	mG19_09-29-2	mG19_09-29-3	mG19_11-3-1	mG19_11-3-2	mG19_11-3-3	mG19_12-4-1	mG19_12-4-2	mG19_12-4-3
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Candidatus Nephrothrix;	0	0	0	0	0	0	0	0	0	0.000304	0	0	0	0.0034155	0	0	0	0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;	0.002454	0.001695	0.0020745	0.005161	0.0042	0.003795	0.005111	0.004807	0.005844	0.009159	0.004959	0.001518	0.003554	0.010784	0.006831	0.001556	0.001341	0.001771
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;	0.007894	0.007843	0.0078685	0.016622	0.017938	0.017052	0.018621	0.014573	0.017255	0.030715	0.015459	0.004529	0.009647	0.007948	0.018014	0.005022	0.005465	0.004579
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;	0.004099	0.004048	0.0040735	0.005617	0.006275	0.005161	0.006806	0.005769	0.005693	0.010702	0.004478	0.001467	0.003681	0.004687	0.006249	0.002707	0.00339	0.002024
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrella;	0.003264	0.002302	0.002783	0.005364	0.005389	0.004453	0.005313	0.005161	0.005288	0.009133	0.005161	0.001341	0.003097	0.003041	0.005693	0.0015055	0.001619	0.001392
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrisoma;	0.001973	0.002404	0.0021885	0.003871	0.003466	0.002834	0.003618	0.00291	0.003846	0.007438	0.003744	0.001164	0.002133	0.003116	0.002985	0.0009235	0.000961	0.000886
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus;	0.002226	0.00167	0.001948	0.003972	0.004579	0.00334	0.005338	0.003694	0.00506	0.009285	0.003846	0.001695	0.002234	0.003748	0.004099	0.001872	0.002479	0.001265
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flexibacter;	0.003163	0.002581	0.002872	0.00506	0.004681	0.003491	0.004959	0.004706	0.00587	0.008577	0.004428	0.001088	0.002996	0.005217	0.005262	0.00191	0.001543	0.002277
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Leadbetterella;	0.00253	0.001771	0.0021505	0.004326	0.004023	0.004352	0.00544	0.004756	0.004858	0.00797	0.003087	0.001214	0.002996	0.026963	0.007438	0.002264	0.002479	0.002049
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;	0.023428	0.004554	0.013991	0.079418	0.035193	0.035092	0.06272	0.031246	0.116003	0.219633	0.095863	0.018368	0.062733	0.0336055	0.05093	0.007843	0.008703	0.006983
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pseudarcicella;	0.001796	0.001442	0.001619	0.004099	0.003466	0.002985	0.003264	0.003011	0.003972	0.006932	0.004048	0.000708	0.002767	0.002661	0.004478	0.0022265	0.003441	0.001012
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhodonellum;	0.001619	0.001189	0.001404	0.002783	0.001847	0.002226	0.002682	0.002024	0.002884	0.004225	0.002252	0.000582	0.001777	0.002495	0.002555	0.0008095	0.00086	0.000759
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rudanella;	0.001923	0.001569	0.001746	0.003264	0.00291	0.003517	0.00377	0.00291	0.003491	0.005212	0.003112	0.001088	0.002107	0.00877	0.003213	0.000974	0.001164	0.000784
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella;	0.017002	0.021252	0.019127	0.017407	0.018849	0.014345	0.018899	0.011739	0.016243	0.027223	0.01351	0.004099	0.009368	0.0072265	0.015433	0.008577	0.01217	0.004984
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Siphonobacter;	0.002378	0.001847	0.0021125	0.004605	0.002783	0.003188	0.004453	0.003238	0.004428	0.007868	0.003517	0.000708	0.002742	0.011959	0.005085	0.0011005	0.001341	0.00086
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;	0.012726	0.011714	0.01222	0.023605	0.025604	0.021885	0.025047	0.018773	0.026818	0.043643	0.024162	0.007944	0.015029	0.011221	0.021176	0.0073245	0.007818	0.006831
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Sporocytophaga;	0.003137	0.001695	0.002416	0.007059	0.006325	0.004453	0.006148	0.005693	0.00802	0.013182	0.006047	0.00172	0.004367	0.0046125	0.007413	0.0018215	0.001771	0.001872
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Cesiribacter;	0.002834	0.001746	0.00229	0.004832	0.003163	0.003441	0.004529	0.00334	0.006199	0.012068	0.004807	0.001265	0.003097	0.0067605	0.004858	0.001025	0.00081	0.00124
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fabibacter;	0.00549	0.002682	0.004086	0.010171	0.006932	0.007337	0.01093	0.00673	0.014092	0.025781	0.012195	0.003441	0.007845	0.007705	0.010424	0.0020745	0.002277	0.001872
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;	0.00334	0.002404	0.002872	0.006528	0.008349	0.005389	0.005819	0.004908	0.006401	0.011031	0.006907	0.002935	0.004113	0.0055605	0.007565	0.0022895	0.00253	0.002049
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix;	0.002581	0.001316	0.0019485	0.006907	0.00587	0.00463	0.006528	0.005009	0.007742	0.014624	0.006199	0.001796	0.00429	0.0113165	0.007008	0.0012145	0.00124	0.001189
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga;	0.007717	0.002125	0.004921	0.022948	0.012119	0.010297	0.019633	0.010601	0.033321	0.067223	0.026844	0.005161	0.019396	0.0133035	0.018343	0.002922	0.00296	0.002884
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marivirga;	0.003643	0.001569	0.002606	0.007717	0.004554	0.004352	0.006755	0.004225	0.009437	0.018571	0.008172	0.002125	0.004925	0.005258	0.007211	0.001303	0.001366	0.00124
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Nafulsella;	0.002024	0.001214	0.001619	0.005465	0.003517	0.003441	0.004832	0.003922	0.006452	0.012195	0.005237	0.001341	0.004316	0.00632	0.005591	0.00105	0.00086	0.00124
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Reichenbachiella;	0.00339	0.002353	0.0028715	0.006983	0.005009	0.005465	0.00802	0.005642	0.009032	0.018672	0.007615	0.001695	0.005661	0.0081055	0.008324	0.0016065	0.00167	0.001543
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Roseivirga;	0.005364	0.002783	0.0040735	0.009462	0.006047	0.006452	0.009386	0.006199	0.012726	0.023681	0.011259	0.002682	0.007642	0.0055795	0.01055	0.002252	0.002429	0.002075
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;	0.00124	0.001214	0.001227	0.003163	0.002606	0.002505	0.002505	0.002302	0.003112	0.004934	0.002657	0.000936	0.001574	0.0166755	0.003517	0.0009995	0.000835	0.001164
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;	0.017786	0.017508	0.017647	0.028994	0.029222	0.025806	0.028033	0.026059	0.030791	0.046882	0.026464	0.009108	0.017238	0.017525	0.031777	0.007666	0.006983	0.008349
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;	0.008374	0.006958	0.007666	0.01604	0.013004	0.012271	0.014902	0.013409	0.018014	0.032789	0.015079	0.004326	0.009876	0.0111115	0.017812	0.003833	0.003669	0.003997
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;	0.005895	0.00506	0.0054775	0.010879	0.009462	0.009842	0.010829	0.01012	0.012625	0.018824	0.010803	0.00296	0.006855	0.0038325	0.012347	0.0027955	0.002732	0.002859
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Siccationidurans;	0.001088	0.000683	0.0008855	0.001012	0.000936	0.00086	0.001037	0.001063	0.001088	0.000911	0.000759	0.00043	0.000432	0.00267	0.00081	0.0001645	0	0.000329
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Microscillaceae;Eisenibacter;	0.002277	0.001619	0.001948	0.004402	0.004175	0.002631	0.004706	0.003011	0.004934	0.007919	0.004326	0.001189	0.003021	0.0039265	0.004908	0.0010245	0.001088	0.000961
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Microscillaceae;Microscilla;	0.0021	0.001746	0.001923	0.003947	0.005288	0.003542	0.004124	0.00334	0.004301	0.007362	0.003997	0.001796	0.002767	0.025495	0.004832	0.0014675	0.001316	0.001619
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;Chryseolinea;	0.023403	0.004756	0.0140795	0.073017	0.035547	0.030892	0.055965	0.027021	0.106034	0.207641	0.087894	0.016344	0.056462	0.0293315	0.048223	0.007919	0.007894	0.007944
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;Solirubrum;	0.001164	0.001746	0.001455	0.002252	0.001973	0.002479	0.002049	0.001999	0.002252	0.002884	0.002226	0.000784	0.001117	0.0041385	0.002201	0.000506	0.000582	0.00043
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;Thermoflexibacter;	0.004554	0.002783	0.0036685	0.010272	0.009133	0.00544	0.008678	0.006022	0.01141	0.017685	0.009867	0.003289	0.005788	0.0051965	0.00716	0.001847	0.001746	0.001948
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Persicobacteraceae;Persicobacter;	0.001822	0.001214	0.001518	0.003264	0.002935	0.003643	0.003643	0.002429	0.004883	0.007438	0.003972	0.001012	0.002564	0.0035335	0.004605	0.0010245	0.001113	0.000936
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Thermonemataceae;Thermonema;	0.001973	0.002049	0.002011	0.003466	0.002808	0.002631	0.002985	0.002657	0.004073	0.007034	0.002758	0.000683	0.002056	0.0017365	0.004503	0.0007715	0.000708	0.000835
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacterium;	0	0	0	0.000582	0.000405	0.000607	0.000329	0.000531	0.00043	0.000304	0.000278	0	0.000406	0.0097415	0.001417	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;	0.003542	0.003643	0.0035925	0.004402	0.003922	0.005971	0.005566	0.007084	0.003643	0.005237	0.003846	0.001088	0.003656	0.048368	0.019077	0.0022895	0.001771	0.002808
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola;	0.011082	0.015914	0.013498	0.010044	0.011815	0.015054	0.012549	0.016799	0.005414	0.00635	0.008982	0.002454	0.013379	0.019757	0.09308	0.007856	0.009159	0.006553
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Lishizhenia;	0.00253	0.002252	0.002391	0.003188	0.003213	0.005111	0.003896	0.005212	0.00172	0.002353	0.002429	0.000329	0.003808	0.00408	0.026135	0.0020745	0.002378	0.001771
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;	0.001214	0.001012	0.001113	0.002353	0.002226	0.002353	0.002454	0.00291	0.001746	0.0021	0.001872	0.000531	0.001549	0.0029755	0.004352	0.0008855	0.000936	0.000835
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita;	0.003567	0.002201	0.002884	0.002454	0.002302	0.002479	0.002555	0.002884	0.001822	0.003289	0.001872	0.00124	0.001853	0.001964	0.004402	0.001581	0.001467	0.001695
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter;	0.001619	0.001088	0.0013535	0.00172	0.001569	0.001695	0.002429	0.001569	0.001417	0.002151	0.001594	0.000784	0.000762	0.000925	0.002075	0.0008605	0.000911	0.00081
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algoriella;	0.000278	0	0.000139	0.00038	0.000759	0.000329	0.000278	0.00038	0.000455	0.00081	0	0	0.00033	0.0005445	0.001088	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Altibacter;	0.000582	0.00038	0.000481	0.000658	0.000633	0.000734	0.000734	0.000633	0.000607	0.00043	0.000481	0.000278	0.000355	0.000734	0.000759	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Apibacter;	0.00038	0	0.00019	0.000278	0.000278	0.00043	0.000455	0.000531	0.000329	0.000304	0	0	0	0.005275	0.001113	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina;	0.007615	0.005035	0.006325	0.008552	0.006806	0.006806	0.007464	0.007742	0.007008	0.01098	0.007944	0.00377	0.004189	0.00446	0.01055	0.004086	0.004225	0.003947
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;	0.002758	0.002328	0.002543	0.004453	0.003289	0.003669	0.005187	0.004326	0.003289	0.007185	0.003137	0.001392	0.002869	0.0016875	0.004731	0.0014925	0.001467	0.001518
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenitalea;	0.000304	0.000481	0.0003925	0	0	0	0.000481	0	0.000354	0.000734	0.000304	0	0.000279	0.0005065	0.000506	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Bergeyella;	0.000405	0.000354	0.0003795	0.000329	0	0.000405	0.000405	0.000531	0.00043	0.00043	0.000278	0	0	0.000898	0.000734	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Bizionia;	0.001594	0.001214	0.001404	0.001316	0.000886	0.000784	0.001417	0.001113	0.00081	0.00129	0.000582	0.000481	0.000635	0.0053015	0.001796	0.00062	0.000683	0.000557
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;	0.005642	0.003719	0.0046805	0.008678	0.004377	0.006148	0.00716	0.005844	0.007615	0.009058	0.00716	0.002985	0.003732	0.0037255	0.009968	0.0024415	0.002505	0.002378
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;	0.002808	0.002151	0.0024795	0.003972	0.002884	0.002783	0.003264	0.003314	0.003011	0.005819	0.002707	0.001139	0.002336	0.001775	0.003719	0.00148	0.001796	0.001164
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chishuiella;	0.000329	0	0.0001645	0.000405	0.000633	0.00038	0.000481	0.000278	0.000304	0.000582	0.00043	0	0	0.0201645	0.001214	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;	0.040051	0.022998	0.0315245	0.030715	0.02396	0.024516	0.024617	0.023555	0.023074	0.034206	0.02105	0.013561	0.017441	0.0096185	0.040329	0.014421	0.014851	0.013991
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium;	0.004099	0.010348	0.0072235	0.002479	0.001417	0.002328	0.001619	0.00081	0.000658	0.001822	0.000886	0.000607	0.000482	0.000646	0.001796	0.001518	0.002732	0.000304
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Croceibacter;	0.00043	0.00038	0.000405	0.000354	0.000506	0.000506	0.000455	0.000455	0	0.000278	0	0	0	0.0005945	0.00081	0.0001645	0	0.000329
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Croceitalea;	0.000405	0.000354	0.0003795	0.000784	0.000405	0.000658	0.00086	0.000886	0.00086	0.002277	0.000531	0	0.000736	0.0011395	0.001189	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cruoricaptor;	0.000708	0.000329	0.0005185	0.000531	0	0.000304	0.000506	0.000582	0.000506	0.001164	0.000506	0.000329	0.000762	0.001001	0.001543	0.0003035	0.000278	0.000329
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia;	0.000607	0.000708	0.0006575	0.000987	0.000683	0.001063	0.001417	0.000961	0.000886	0.000961	0.000784	0.000455	0.000508	0.001886	0.00124	0.0002275	0.000455	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;	0.003163	0.002328	0.0027455	0.002985	0.002631	0.002834	0.003365	0.001999	0.003593	0.003416	0.002884	0.001189	0.001752	0.0013695	0.003264	0.0015815	0.001822	0.001341
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Empedobacter;	0.000506	0.000607	0.0005565	0.001164	0.000987	0.001088	0.000936	0.000784	0.000835	0.000835	0.000633	0	0.000355	0.0006205	0.000987	0.0003795	0.000304	0.000455
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Eudoraea;	0.000607	0.000506	0.0005565	0.00086	0.000582	0.000784	0.001063	0.000759	0.000911	0.001645	0.000911	0.000582	0.000559	0.0006845	0.000886	0.0004175	0.000329	0.000506
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flagellimonas;	0.000506	0.00043	0.000468	0.000658	0.000304	0.000886	0.000607	0.000455	0.000708	0.000759	0.00043	0	0.00033	0.000709	0.00081	0.0001645	0	0.000329
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flaviramulus;	0.000683	0.000835	0.000759	0.00124	0.000607	0.000784	0.001113	0.000961	0.000708	0.000683	0.000557	0.00043	0.000533	0.1303995	0.001088	0.0004555	0.000557	0.000354
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;	0.389728	0.333941	0.3618345	0.372068	0.09346	0.08129	0.121948	0.096546	0.120278	0.190462	0.13265	0.145781	0.20635	0.105161	0.260266	0.1258695	0.176622	0.075117
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;	0.002176	0.001872	0.002024	0.002252	0.002328	0.002454	0.002277	0.002378	0.001619	0.002657	0.001442	0.000759	0.000889	0.0006975	0.003972	0.0011635	0.001366	0.000961
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter;	0.000557	0.000455	0.000506	0.000329	0.000278	0.000455	0.000405	0.000405	0	0.000304	0	0	0	0.000405	0.000506	0.000177	0.000354	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Galbibacter;	0.00043	0	0.000215	0.000784	0.000658	0.000759	0.000734	0.000481	0.000633	0.00081	0.000683	0.00038	0.000381	0.0009495	0.00081	0.000278	0.000278	0.000278
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gelidibacter;	0.00129	0.000531	0.0009105	0.001189	0.000734	0.00081	0.001063	0.00124	0.001164	0.001594	0.000961	0.000354	0.000787	0.0017725	0.001518	0.000607	0.000708	0.000506
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia;	0.002454	0.001366	0.00191	0.002328	0.002555	0.001872	0.002631	0.002378	0.001847	0.003517	0.001645	0.000835	0.001244	0.0021525	0.002758	0.001088	0.000936	0.00124
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;	0.002125	0.002176	0.0021505	0.002732	0.002353	0.002404	0.002783	0.003289	0.002732	0.003972	0.002125	0.000961	0.001117	0.000723	0.003061	0.000949	0.000911	0.000987
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hyunsoonleella;	0.000354	0.000304	0.000329	0	0	0	0	0.000405	0	0	0	0	0	0.00043	0.000329	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Imtechella;	0.00081	0.000531	0.0006705	0.001063	0.000835	0.000557	0.000936	0.000557	0.00086	0.001088	0.000481	0.000329	0.000736	0.0006335	0.00086	0.00019	0.00038	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Jejuia;	0.000481	0.00043	0.0004555	0.000658	0.000506	0.000506	0.000455	0	0.000658	0.000708	0	0	0.000432	0.0005955	0.000531	0.0001645	0.000329	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Joostella;	0.000658	0.000582	0.00062	0.000506	0.00038	0.000329	0.000582	0.000658	0.000784	0.00086	0.000531	0.000329	0.000355	0.001999	0.000759	0.0004045	0.000455	0.000354
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia;	0.002201	0.001594	0.0018975	0.002277	0.001518	0.001467	0.002226	0.002024	0.001847	0.00296	0.001746	0.000607	0.001472	0.001432	0.003643	0.0011515	0.001139	0.001164
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kriegella;	0.000658	0.000481	0.0005695	0.000633	0.000683	0.00081	0.000936	0.000961	0.000582	0.001543	0.000708	0.000304	0.000482	0.0018095	0.001392	0.000468	0.000405	0.000531
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lacinutrix;	0.00377	0.002884	0.003327	0.003441	0.002049	0.002555	0.002201	0.002151	0.001822	0.001948	0.001619	0.001973	0.001422	0.0024695	0.003137	0.001657	0.001518	0.001796
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella;	0.00253	0.002151	0.0023405	0.00253	0.001594	0.0021	0.002631	0.002606	0.002277	0.003264	0.001822	0.001341	0.001447	0.0036965	0.003517	0.0010875	0.001214	0.000961
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter;	0.002555	0.002075	0.002315	0.005364	0.002859	0.00253	0.003846	0.003491	0.003163	0.006325	0.003213	0.000961	0.002843	0.002775	0.005946	0.0017075	0.001872	0.001543
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mangrovimonas;	0.002201	0.001417	0.001809	0.001999	0.001695	0.002049	0.002024	0.001847	0.001822	0.002252	0.001872	0.000835	0.001193	0.0043915	0.002707	0.0008855	0.001037	0.000734
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;	0.004554	0.003846	0.0042	0.006426	0.005693	0.005465	0.006097	0.005262	0.005338	0.008703	0.005161	0.001898	0.00292	0.0016625	0.00759	0.0021255	0.002606	0.001645
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter;	0.000557	0.00043	0.0004935	0.000455	0.000506	0.000506	0.00043	0.000278	0.000455	0	0.000405	0	0	0.0008475	0.000405	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesonia;	0.001214	0.00043	0.000822	0.000961	0.00086	0.000886	0.000658	0.001012	0.000759	0.000911	0.000658	0	0.000508	0.001127	0.001695	0.0003925	0.000405	0.00038
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Moheibacter;	0.000784	0.00043	0.000607	0.000658	0.000633	0.000557	0.000607	0.000708	0.000531	0.000455	0.00038	0.000278	0.000406	0.0024545	0.001746	0.000468	0.000506	0.00043
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;	0.003011	0.001872	0.0024415	0.003643	0.002682	0.003163	0.003669	0.003289	0.003238	0.004934	0.002707	0.00124	0.002234	0.004583	0.004503	0.0012905	0.001569	0.001012
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Myroides;	0.006199	0.005035	0.005617	0.006123	0.003593	0.002834	0.003744	0.002808	0.004023	0.005769	0.002631	0.001948	0.002945	0.004281	0.006932	0.0025805	0.002555	0.002606
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens;	0.003213	0.002783	0.002998	0.003289	0.003719	0.003365	0.003517	0.003466	0.002581	0.004503	0.002353	0.001493	0.002133	0.001522	0.005617	0.00167	0.00167	0.00167
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ochrovirga;	0.00038	0.000354	0.000367	0.000759	0.00172	0.000354	0.000506	0.000633	0.000708	0.00086	0.000354	0	0.00033	0.0006835	0.000911	0.0003545	0.000405	0.000304
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Olleya;	0.001113	0.00081	0.0009615	0.00086	0.000481	0.000481	0.001037	0.00081	0.000658	0.000734	0.000683	0	0.000635	0.0008615	0.001037	0.0002275	0.000455	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ornithobacterium;	0.000304	0.00038	0.000342	0.000658	0.000481	0.000531	0.000582	0.000708	0.00043	0.000304	0.00043	0	0.00033	0.0032265	0.001088	0.000152	0	0.000304
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;	0.004048	0.002985	0.0035165	0.004681	0.003061	0.003669	0.004048	0.003694	0.003441	0.005262	0.003238	0.00167	0.002386	0.0017115	0.006123	0.002024	0.001973	0.002075
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Pricia;	0.000455	0.000455	0.000455	0.00086	0.000582	0.000759	0.001012	0.000911	0.000936	0.001518	0.000582	0.000304	0.000457	0.000785	0.001037	0.0002025	0.000405	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Pseudozobellia;	0.000531	0	0.0002655	0.000683	0.000481	0.000784	0.001088	0.000759	0.000582	0.001164	0.000759	0	0.000508	0.002468	0.001113	0.000152	0	0.000304
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;	0.003795	0.003188	0.0034915	0.003264	0.002834	0.003466	0.00296	0.003163	0.002834	0.003517	0.002226	0.001493	0.001447	0.0021405	0.004428	0.0014165	0.001467	0.001366
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroserpens;	0.002732	0.002151	0.0024415	0.002302	0.001442	0.001973	0.002075	0.001695	0.001619	0.002302	0.001645	0.000683	0.001041	0.0011275	0.002834	0.001063	0.000987	0.001139
