geneID	mT19_11-3-1-1	mT19_11-3-1-2	mT19_11-3-2-1	mT19_11-3-2-2	mT19_11-3-3-1	mT19_11-3-3-2	mT19_12-4-1-1	mT19_12-4-1-2	mT19_12-4-2-1	mT19_12-4-2-2	mT19_12-4-3-1	mT19_12-4-3-2	mT19_6-15-1-1	mT19_6-15-1-2	mT19_6-15-2-1	mT19_6-15-2-2	mT19_6-15-3-1	mT19_6-15-3-2	mT19_7-23-1-1	mT19_7-23-1-2	mT19_7-23-2-1	mT19_7-23-2-2	mT19_7-23-3-1	mT19_7-23-3-2	mT19_9-10-1-1	mT19_9-10-1-2	mT19_9-10-2-1	mT19_9-10-2-2	mT19_9-10-3-1	mT19_9-10-3-2	mT19_9-29-1-1	mT19_9-29-1-2	mT19_9-29-2-1	mT19_9-29-2-2	mT19_9-29-3-1	mT19_9-29-3-2
O53_1840_O53_1840	38.17	44.78	43.42	34.26	59.32	53.07	53.41	65.44	59.14	58.89	62.35	75.37	54.74	33.92	45.17	111.90	95.30	118.96	35.18	41.70	38.26	42.01	58.99	54.26	39.80	35.90	39.55	36.69	53.31	46.74	37.24	41.97	45.31	40.11	59.79	65.92
O53_1088_O53_1088	2.41	3.24	0.70	0.67	1.92	2.06	2.50	2.11	1.61	1.31	1.76	2.05	3.60	1.57	1.61	3.23	1.52	3.48	1.21	2.25	0.83	1.04	1.27	2.34	1.33	1.67	1.62	2.15	1.57	0.94	1.35	1.36	0.74	0.84	1.01	1.74
O53_1550_prmA	64.06	70.28	61.33	57.41	91.31	90.90	51.15	42.16	33.47	37.09	34.13	33.72	85.40	48.76	78.52	98.55	66.45	66.57	69.51	115.75	55.80	69.76	115.01	82.25	94.71	102.22	76.79	81.36	93.87	86.00	58.02	69.67	89.74	91.29	116.37	112.37
O53_4525_O53_4525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3458_O53_3458	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_921_O53_921	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4710_O53_4710	5.08	4.92	2.41	3.06	5.04	3.69	2.39	3.62	1.95	4.62	3.23	3.52	4.86	7.53	9.96	6.78	5.38	5.71	1.00	1.94	2.02	1.43	2.26	2.66	4.56	2.30	1.11	0.91	3.98	4.29	1.90	2.66	2.60	1.57	2.45	3.63
O53_2436_cbiM	51.17	72.76	87.40	84.77	183.79	206.90	173.40	195.00	164.77	134.95	176.00	215.70	33.25	8.30	19.42	175.70	389.61	509.08	21.28	17.44	47.31	43.35	96.83	109.94	34.78	31.55	80.71	77.10	81.99	77.77	48.91	48.72	72.06	79.13	326.04	372.97
O53_3478_O53_3478	217.51	198.73	150.86	132.55	211.57	169.99	148.91	147.66	153.68	183.88	132.96	169.96	148.19	96.88	86.23	124.01	64.20	159.75	54.07	51.68	38.39	77.01	59.90	39.46	87.43	78.14	60.58	71.96	94.71	60.18	84.98	75.72	103.12	54.67	39.69	50.89
O53_108_O53_108	1.91	3.75	0.00	0.34	4.98	0.91	0.99	6.09	1.62	4.08	2.81	3.15	5.30	3.40	1.88	4.04	2.22	5.45	0.00	0.00	0.00	0.42	0.38	0.37	1.02	2.20	0.69	1.33	3.61	1.47	3.55	0.59	1.63	0.37	0.00	1.92
O53_3577_O53_3577	130.11	69.18	26.84	27.16	31.30	21.33	181.62	160.13	162.04	151.17	185.81	233.46	21.00	14.39	11.59	12.75	14.20	20.34	10.67	9.54	17.84	20.81	15.66	17.96	21.34	18.59	25.01	26.04	44.16	27.67	22.69	28.97	15.92	15.64	11.39	8.40
O53_3481_O53_3481	152.41	166.63	103.81	122.69	149.49	175.12	191.45	201.73	140.92	167.31	132.34	110.12	168.87	214.34	244.20	191.04	203.56	281.97	138.45	190.05	116.24	114.66	143.72	121.07	171.84	115.00	140.74	131.18	213.95	114.35	136.79	126.05	100.57	75.87	145.88	199.82
O53_5202_O53_5202	89.77	96.04	100.50	90.74	85.64	101.64	119.46	113.86	91.92	77.00	79.29	87.01	209.32	121.34	106.68	140.59	149.21	246.16	90.47	94.85	111.38	101.41	117.73	94.91	113.44	115.19	78.22	64.43	163.72	123.10	116.17	105.52	107.93	99.78	91.41	88.80
O53_4350_ctr1	18.97	21.72	25.51	20.11	30.24	32.61	34.40	35.69	29.04	24.92	29.24	30.47	41.55	32.14	33.81	51.23	39.86	44.04	17.08	17.97	20.40	18.62	26.16	17.66	18.94	16.80	23.46	19.11	29.38	18.91	23.70	19.89	30.23	29.27	39.58	35.21
O53_1713_O53_1713	1.45	0.58	0.00	0.00	0.32	0.00	3.08	0.26	0.00	0.00	0.43	1.23	0.90	1.79	4.44	0.00	2.31	3.63	0.00	0.00	0.00	0.00	0.00	0.57	0.78	1.68	1.06	0.00	1.56	0.00	0.00	0.00	0.00	0.29	0.58	3.01
O53_1571_oppC	48.75	55.24	43.62	44.39	46.04	51.77	87.34	88.33	63.95	71.77	61.06	59.65	60.85	27.24	30.08	62.00	42.72	51.21	47.06	45.04	28.88	34.32	46.83	42.82	49.78	50.42	32.79	39.22	35.19	31.18	38.97	33.82	35.33	31.34	40.49	34.16
O53_2530_O53_2530	14.97	10.13	6.93	2.18	16.62	7.22	22.54	29.63	19.30	14.29	17.88	19.06	15.69	22.82	31.14	12.99	8.55	5.05	9.92	7.67	0.00	7.32	4.26	12.25	9.05	12.41	4.37	4.16	16.27	9.88	8.07	0.00	11.97	5.39	7.54	5.89
O53_3614_O53_3614	0.00	4.39	0.00	30.04	14.49	36.28	16.70	0.00	0.00	0.00	6.61	2.67	7.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.19	0.00	0.00	0.00	0.00	15.54	0.00	0.00	0.00	0.00	0.00	0.00
O53_373_O53_373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3834_O53_3834	1.12	1.98	0.51	0.26	0.00	0.00	0.00	0.00	0.78	0.00	0.22	0.62	0.00	0.00	0.00	0.00	0.00	0.00	3.20	0.00	0.00	0.00	0.44	0.00	1.13	2.03	1.06	0.00	0.61	0.00	1.17	0.00	2.98	0.00	1.10	1.23
O53_641_O53_641	138.37	131.32	69.31	86.84	93.51	78.70	291.57	241.11	173.83	111.64	293.68	278.72	170.37	82.60	85.09	63.98	57.99	61.28	97.34	73.94	48.43	72.26	59.14	49.93	75.78	74.89	72.46	108.72	100.30	77.67	107.31	111.28	72.21	56.03	75.70	73.69
O53_4708_O53_4708	0.00	372.15	0.00	0.00	0.00	157.59	0.00	32.73	0.00	80.64	176.08	107.67	184.00	0.00	0.00	89.24	0.00	315.46	0.00	0.00	0.00	250.92	183.40	41.99	0.00	0.00	0.00	0.00	0.00	104.18	0.00	0.00	124.02	89.69	0.00	0.00
O53_1413_O53_1413	7.89	9.70	5.79	14.43	14.36	25.67	18.27	18.85	15.09	11.69	19.72	26.31	54.81	32.91	57.63	40.78	15.69	34.53	8.86	15.45	7.46	16.72	20.82	7.46	9.39	7.18	16.90	5.89	9.03	5.51	15.04	6.78	22.72	17.21	25.03	23.04
O53_730_O53_730	0.00	0.00	0.00	0.00	2.35	0.00	3.57	1.23	3.11	2.26	0.00	0.00	0.56	0.97	2.43	8.58	3.30	5.08	0.00	0.00	4.93	0.00	4.29	3.42	0.00	0.00	0.00	3.64	3.64	2.72	0.00	0.00	4.39	0.71	1.35	5.11
O53_415_cdd	8.65	11.77	3.76	14.03	15.78	13.94	21.71	8.64	13.18	18.11	15.49	19.08	25.34	21.05	18.62	30.16	32.25	71.04	7.64	3.52	13.14	19.00	15.58	18.68	11.65	10.66	7.01	10.78	18.13	10.95	4.72	19.76	15.97	14.49	24.70	29.66
O53_371_O53_371	1.34	1.39	2.78	2.85	2.91	5.16	6.97	4.98	4.84	5.21	8.23	8.07	4.76	7.13	9.85	9.05	4.62	7.55	0.63	0.33	0.96	0.76	2.06	1.73	0.68	0.47	1.62	2.01	1.54	0.87	0.05	0.37	1.91	1.04	4.09	4.26
O53_216_O53_216	14.82	15.54	18.62	14.85	23.95	24.71	28.49	26.70	22.18	21.77	27.40	29.44	34.97	16.05	18.24	29.13	30.64	38.13	17.46	16.24	15.11	17.05	15.87	14.59	20.03	18.05	14.41	16.80	21.49	24.89	16.85	33.60	20.50	15.65	26.18	25.76
O53_2437_O53_2437	448.85	293.62	219.35	284.35	291.42	207.44	404.89	130.00	386.45	380.43	415.76	764.50	392.34	210.29	235.55	71.71	216.47	103.49	752.05	133.96	201.50	514.71	397.90	132.65	593.99	285.32	0.00	842.36	221.65	663.80	300.51	181.37	248.77	566.06	379.65	313.58
O53_3504_O53_3504	8.06	7.48	4.41	4.34	7.64	7.75	9.58	9.13	7.65	4.39	5.32	6.64	8.15	6.39	7.99	8.18	5.32	8.01	4.23	4.49	1.96	4.30	5.38	6.73	6.52	6.88	3.72	4.81	6.03	4.01	3.87	3.30	3.01	2.51	5.64	5.00
O53_1670_prlC	47.12	50.45	50.10	40.45	61.91	58.26	37.59	32.84	29.68	24.76	30.01	32.06	81.42	76.32	85.88	80.79	42.40	38.55	40.64	45.66	44.49	49.21	49.68	43.18	63.04	62.83	68.30	56.37	68.22	59.17	89.19	54.00	56.17	65.01	50.83	54.86
O53_2958_O53_2958	300.99	364.26	95.24	114.59	216.17	172.69	142.48	137.72	200.53	91.74	258.72	282.95	329.79	160.46	217.33	275.99	219.71	108.05	147.47	170.40	173.69	273.82	244.79	175.49	112.84	146.29	165.24	295.92	401.33	199.77	219.78	217.99	174.03	254.19	307.99	407.00
O53_5365_O53_5365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1131_O53_1131	3.36	3.43	2.01	1.40	3.70	3.11	4.29	2.74	4.08	2.58	4.05	3.51	6.68	8.73	17.42	7.15	4.68	4.13	3.82	1.74	2.71	2.47	3.32	4.25	4.19	5.81	3.65	3.35	3.87	5.11	2.09	1.56	1.51	2.35	5.14	4.03
O53_3827_serS	24.96	24.00	22.30	18.24	24.96	24.01	19.33	20.57	16.55	18.57	14.04	15.19	37.85	32.36	36.42	29.94	8.08	11.80	25.68	35.08	20.14	21.31	37.33	26.76	40.51	38.96	31.76	31.33	27.34	19.92	29.51	24.91	23.94	19.89	17.36	19.82
O53_597_O53_597	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2957_O53_2957	13.09	9.43	7.65	8.91	12.89	14.14	22.91	15.65	25.30	15.27	30.49	27.69	16.04	21.31	26.84	11.72	10.01	10.09	4.39	2.44	9.41	4.20	6.34	6.38	6.57	5.46	7.43	5.72	8.53	5.01	4.56	4.80	5.25	2.76	8.51	13.03
O53_1170_O53_1170	3.13	4.79	5.34	7.49	8.55	10.31	13.79	9.49	15.79	13.68	16.26	18.31	21.35	20.09	25.49	31.02	22.30	28.02	19.80	32.94	21.32	15.77	24.91	26.26	31.73	26.21	24.66	28.49	30.13	31.18	14.49	16.20	16.39	11.00	16.43	12.59
O53_4318_ureE	41.60	44.41	30.58	23.22	82.75	59.86	39.48	37.10	40.59	30.06	46.43	58.60	68.66	41.89	75.27	175.68	125.68	114.11	15.98	48.35	31.91	51.14	35.53	32.12	30.96	38.70	39.80	48.58	54.50	46.69	21.67	14.81	81.37	73.85	100.88	125.07
O53_2700_O53_2700	0.53	0.54	0.25	0.13	1.04	1.66	1.97	0.62	1.13	0.40	1.93	1.97	1.67	1.34	4.37	1.69	2.22	0.65	0.00	2.19	1.50	0.15	0.69	0.53	0.73	1.36	0.25	0.49	0.00	0.13	0.00	0.22	0.00	0.13	0.82	2.19
O53_2327_O53_2327	33.75	38.33	41.56	41.51	42.50	42.83	69.07	64.69	38.27	40.80	43.81	42.70	52.79	33.68	51.15	83.80	65.56	36.15	31.45	49.67	36.05	34.21	44.66	33.65	50.86	51.99	46.59	43.60	44.28	40.06	70.68	57.51	57.39	59.30	62.72	64.29
O53_717_O53_717	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3780_O53_3780	1.08	0.00	0.00	6.30	0.00	0.00	0.83	0.00	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.00	4.26	0.00	0.00	0.00	11.15	0.97	9.70	7.50	0.00	0.00	16.18	11.42	1.34	0.00	0.00	0.00	0.00	0.00
O53_2625_yccW	128.06	124.91	102.99	101.20	106.64	97.54	237.98	205.96	182.52	152.94	159.15	149.05	66.01	27.83	34.18	58.64	35.61	38.14	51.67	48.38	29.93	38.22	42.62	44.11	72.96	78.43	50.72	54.60	50.25	38.43	56.23	49.45	36.62	49.71	35.77	41.78
O53_417_O53_417	7.19	3.80	7.53	9.49	5.33	5.73	18.24	16.51	14.24	15.56	9.96	10.00	10.80	3.71	7.31	28.27	15.69	11.35	3.27	0.00	2.86	1.06	0.00	5.56	11.94	0.00	12.16	3.25	0.00	9.13	3.85	5.57	0.00	10.58	21.64	10.48
O53_3541_O53_3541	3.92	3.42	7.54	3.16	10.26	4.19	14.64	13.77	17.11	8.73	14.32	18.96	20.39	23.00	34.25	14.22	14.98	30.02	9.92	11.29	12.00	23.72	12.96	14.50	5.60	5.22	8.60	9.23	4.72	3.01	0.00	0.00	2.90	2.89	9.21	19.49
O53_2486_O53_2486	186.24	369.21	469.20	553.79	922.22	1588.96	904.07	744.75	519.79	830.40	738.61	670.06	325.84	321.70	474.38	395.56	725.43	1425.08	95.14	66.93	138.09	94.68	266.91	181.02	231.79	199.42	129.64	93.27	278.26	208.90	97.32	87.16	307.15	252.52	910.26	975.47
O53_3335_O53_3335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.63
O53_3139_fmt	29.55	31.91	31.81	25.72	40.84	35.96	37.16	38.68	32.61	26.45	43.14	43.31	58.31	54.79	76.67	55.43	44.60	38.16	29.48	47.34	30.52	31.07	35.20	39.54	48.47	43.12	52.90	48.48	41.92	48.46	50.96	52.48	41.81	41.54	46.69	58.57
O53_4956_O53_4956	33.92	38.05	38.86	33.70	42.70	36.44	57.17	51.80	40.69	38.38	33.67	40.22	38.71	20.55	22.49	46.46	27.59	26.33	18.68	35.13	14.76	17.67	23.06	14.46	21.64	18.40	23.39	18.27	21.20	14.11	22.22	21.18	23.40	19.22	27.87	30.19
O53_4455_O53_4455	10.11	10.61	33.79	36.24	34.48	57.87	23.66	20.53	31.60	25.50	29.38	27.81	81.56	62.39	92.34	94.07	55.88	93.03	38.83	37.20	36.62	36.42	44.98	44.20	15.97	19.79	26.61	21.19	36.48	32.98	17.17	14.63	52.10	43.32	71.56	54.48
O53_3939_cbiD	10.97	16.24	9.51	8.37	15.39	12.98	10.61	10.01	7.88	7.40	7.80	8.74	13.34	16.24	13.72	13.30	8.75	8.27	10.67	9.23	9.31	7.14	12.04	14.35	18.66	14.68	10.51	12.35	21.84	18.18	14.47	15.51	12.97	14.85	10.90	15.08
O53_4261_O53_4261	9.28	18.10	21.73	7.53	15.68	10.03	6.82	11.88	16.89	6.96	23.99	7.15	16.08	21.89	17.14	22.60	11.07	9.22	37.68	0.00	15.32	0.00	17.12	10.84	23.54	21.32	10.16	18.81	25.03	25.07	1.88	15.72	10.98	5.67	15.51	33.85
O53_1971_O53_1971	6.94	7.18	7.11	5.44	7.02	8.72	4.11	5.46	5.15	6.57	5.63	4.90	12.81	10.92	26.78	15.28	19.21	9.63	40.84	16.53	32.72	28.75	30.29	66.90	50.95	57.98	35.74	54.40	49.29	44.35	9.91	19.45	15.49	24.15	31.17	43.57
O53_1559_O53_1559	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3338_O53_3338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5399_O53_5399	3.46	0.00	0.00	0.00	0.00	2.93	7.50	0.00	1.21	0.00	1.82	2.69	1.96	8.69	10.06	0.00	3.77	0.00	0.00	0.00	0.00	0.91	0.00	3.16	5.63	1.21	0.00	0.00	0.00	2.34	0.00	6.02	0.84	0.00	0.00	0.00
O53_4836_gnd	140.57	139.41	222.19	215.93	464.25	615.78	320.26	315.89	312.88	295.74	388.47	415.55	149.15	123.54	236.34	427.25	1368.63	2196.74	65.98	56.90	103.94	123.78	211.53	193.40	95.71	89.82	171.23	177.57	285.84	232.28	60.67	73.00	215.47	156.29	1004.05	1153.12
O53_5101_O53_5101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1554_fd1	214.98	189.57	236.27	212.40	300.74	293.29	269.79	247.66	365.52	302.43	331.33	352.60	754.41	378.23	373.71	727.50	1065.46	1511.45	384.15	474.69	329.69	373.08	496.12	299.93	290.69	229.31	169.60	206.57	553.47	369.35	225.95	227.29	320.71	257.23	572.90	636.09
O53_4716_O53_4716	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4553_O53_4553	34.24	42.40	57.32	37.62	70.69	87.60	75.76	65.31	83.95	78.46	72.60	75.97	105.78	61.81	90.10	110.06	100.48	102.86	39.34	48.52	43.84	39.92	41.66	42.58	36.81	34.12	46.44	57.50	37.48	33.61	28.22	26.91	47.57	34.86	79.69	77.74
O53_2513_yfdH	21.66	20.12	14.06	10.47	14.26	18.92	22.41	15.25	14.82	7.00	17.06	13.11	20.99	10.93	13.19	9.68	9.82	14.73	9.83	11.45	4.40	4.95	14.00	5.40	9.99	10.38	4.93	7.96	17.29	10.11	7.95	5.73	10.53	5.61	7.73	6.67
O53_232_insI-3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5299_O53_5299	66.68	56.85	56.42	40.53	48.25	56.50	162.91	159.63	54.83	55.32	46.02	51.17	80.53	39.03	40.07	38.27	31.52	88.13	43.95	37.37	25.24	46.14	62.97	44.54	56.66	49.55	28.65	32.24	73.01	58.63	43.74	49.88	30.76	35.65	33.89	26.19
O53_3373_O53_3373	25.94	22.52	14.15	14.28	18.73	13.59	25.03	12.88	8.41	14.67	8.84	13.55	22.02	15.80	14.67	4.96	8.22	5.37	12.04	15.74	5.50	4.54	13.93	6.44	18.61	15.90	12.83	14.90	9.33	6.11	16.07	13.71	6.36	8.41	9.87	5.65
O53_4021_O53_4021	17.59	17.30	20.78	18.18	22.64	41.35	116.66	73.49	15.22	7.47	9.91	13.92	35.06	28.49	51.96	26.45	42.50	66.95	13.13	8.37	10.46	10.30	17.57	15.41	6.99	4.95	7.46	16.20	17.61	11.47	11.73	8.35	16.68	12.78	49.00	51.08
O53_5369_O53_5369	4.27	4.76	3.64	2.49	4.50	5.05	6.91	6.90	2.12	2.52	3.49	3.35	6.34	4.50	6.36	2.78	2.23	3.70	3.33	2.01	1.36	4.14	5.51	5.90	5.75	7.06	6.12	4.26	6.23	4.63	3.03	1.79	1.92	2.02	2.29	2.36
O53_318_cmdD	4.40	5.65	6.83	4.99	14.46	16.05	8.01	6.79	11.54	9.17	11.84	9.04	28.06	17.08	15.85	19.03	16.28	26.73	11.57	17.32	3.57	5.17	8.61	4.13	3.10	3.03	4.02	1.74	2.82	3.43	0.24	0.00	4.79	2.56	12.44	9.62
O53_4551_O53_4551	0.00	0.00	66.72	0.00	0.00	33.54	0.00	0.00	0.00	0.00	133.99	34.31	47.30	0.00	0.00	0.00	89.16	41.01	0.00	0.00	163.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.49	0.00
O53_3861_O53_3861	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.75	4.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.25	0.00	0.00	0.00	0.00	0.00	0.00
O53_181_O53_181	20.65	21.87	18.26	19.98	22.93	20.85	34.45	25.58	18.44	17.74	26.91	27.14	38.94	27.83	30.72	75.69	52.90	91.79	13.91	11.00	14.62	17.17	20.50	18.26	15.94	15.55	10.40	12.47	20.32	14.89	5.72	5.15	10.73	8.16	7.88	9.84
O53_3276_O53_3276	14.87	12.48	10.62	8.91	14.29	15.03	16.49	13.95	14.15	6.64	13.12	15.34	19.81	18.57	33.29	15.54	8.94	14.15	9.74	3.76	7.80	9.70	13.68	11.56	11.21	9.63	7.58	10.29	17.53	9.54	6.77	3.62	8.71	6.23	9.18	13.89
O53_5214_O53_5214	9.75	11.52	9.51	15.89	14.19	11.48	29.53	31.13	16.62	16.51	10.78	14.52	32.66	10.71	13.03	27.78	31.85	26.13	12.26	8.99	13.68	10.09	15.76	13.94	12.52	11.30	5.99	10.84	13.50	14.30	16.04	14.49	16.95	12.10	18.84	20.43
O53_4781_O53_4781	49.21	48.55	36.90	44.99	28.16	21.19	13.16	41.31	44.68	24.54	37.47	37.62	54.73	14.08	14.93	36.31	43.91	51.10	32.25	0.00	13.23	8.26	25.62	18.61	20.75	18.05	16.10	19.83	4.39	44.49	23.81	8.25	25.95	4.49	12.25	22.23
O53_3529_O53_3529	128.65	144.85	181.98	200.70	218.29	255.69	405.79	368.93	272.55	255.27	263.83	269.36	183.45	102.75	133.96	203.77	257.92	293.35	123.00	117.89	113.96	112.37	143.82	105.27	123.73	123.47	130.94	115.38	124.64	102.89	129.90	109.55	148.66	135.91	253.18	237.41
O53_5262_O53_5262	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4008_O53_4008	5.77	2.89	3.11	1.00	3.95	5.31	2.53	0.22	1.01	1.26	0.99	0.70	1.39	1.99	5.04	0.00	2.73	2.17	0.00	0.00	0.00	0.79	0.00	0.00	2.90	1.56	1.33	0.66	1.59	0.12	0.81	0.00	0.68	0.24	0.00	0.11
O53_4304_O53_4304	0.70	1.55	3.51	3.63	6.50	15.28	3.48	1.65	6.62	3.19	5.79	6.75	40.10	36.81	47.25	23.45	56.03	79.86	2.47	4.57	5.52	7.71	10.10	3.97	1.91	2.73	3.29	1.73	14.11	8.50	0.16	0.00	6.81	3.85	31.20	33.74
O53_4175_gvpJ	1674.29	1677.36	1263.30	1221.61	2035.62	1784.86	1100.89	744.19	336.07	292.64	330.72	394.67	1393.63	1674.56	1407.77	1056.01	681.68	567.24	1277.80	1123.20	1423.03	1674.00	1977.12	1240.48	3356.79	3535.51	2870.07	2001.32	1997.87	1603.02	1594.38	1254.87	1852.34	1961.77	1155.28	1228.47
O53_3251_O53_3251	1.36	0.76	0.58	0.23	1.52	2.01	0.46	2.10	1.41	1.32	2.36	2.29	0.58	0.21	4.59	3.16	3.89	0.15	0.23	1.67	2.29	1.94	2.45	2.35	7.60	5.07	1.40	0.23	1.52	2.00	0.34	0.83	1.13	1.86	5.26	2.16
O53_1362_cobA	20.16	22.24	17.67	18.10	23.30	23.54	45.04	44.11	29.45	29.61	35.46	34.75	33.22	24.97	31.17	47.63	42.81	35.42	26.58	41.59	18.63	24.13	26.55	24.21	37.58	39.83	22.81	33.45	33.28	21.91	24.63	22.75	17.86	17.29	28.76	32.97
O53_3936_O53_3936	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3871_rsu1	141.82	149.39	133.38	125.40	192.52	142.76	131.98	107.46	90.24	99.12	93.71	118.93	81.84	98.45	143.60	84.21	112.67	136.94	100.63	121.03	77.17	80.04	152.30	109.61	161.38	135.16	121.24	158.69	216.91	151.89	140.79	207.64	142.96	115.21	119.16	135.88
O53_1361_O53_1361	33.95	34.67	36.48	30.58	44.26	42.81	44.81	38.99	45.94	33.48	37.93	41.28	67.52	41.83	52.62	80.99	54.43	80.37	31.05	32.61	32.05	27.83	39.27	28.82	40.32	39.51	37.15	32.12	55.36	45.80	26.72	25.77	41.64	36.31	40.93	39.32
O53_630_O53_630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_932_O53_932	31.22	49.46	76.72	73.79	91.92	69.67	94.46	81.23	109.62	119.53	234.63	236.22	61.49	34.17	53.31	100.66	73.95	143.52	32.39	54.56	36.41	27.78	20.26	16.09	39.57	29.55	26.23	22.18	85.73	58.07	24.59	48.01	44.25	26.69	116.29	131.98
O53_1393_O53_1393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
