geneID	Acir.mT19_11-3-1-1	Acir.mT19_11-3-1-2	Acir.mT19_11-3-2-1	Acir.mT19_11-3-2-2	Acir.mT19_11-3-3-1	Acir.mT19_11-3-3-2	Acir.mT19_12-4-1-1	Acir.mT19_12-4-1-2	Acir.mT19_12-4-2-1	Acir.mT19_12-4-2-2	Acir.mT19_12-4-3-1	Acir.mT19_12-4-3-2	Acir.mT19_6-15-1-1	Acir.mT19_6-15-1-2	Acir.mT19_6-15-2-1	Acir.mT19_6-15-2-2	Acir.mT19_6-15-3-1	Acir.mT19_6-15-3-2	Acir.mT19_7-23-1-1	Acir.mT19_7-23-1-2	Acir.mT19_7-23-2-1	Acir.mT19_7-23-2-2	Acir.mT19_7-23-3-1	Acir.mT19_7-23-3-2	Acir.mT19_9-10-1-1	Acir.mT19_9-10-1-2	Acir.mT19_9-10-2-1	Acir.mT19_9-10-2-2	Acir.mT19_9-10-3-1	Acir.mT19_9-10-3-2	Acir.mT19_9-29-1-1	Acir.mT19_9-29-1-2	Acir.mT19_9-29-2-1	Acir.mT19_9-29-2-2	Acir.mT19_9-29-3-1	Acir.mT19_9-29-3-2
ACIR310F_RS0111195_ACIR310F_RS0111195	0.00	0.00	0.00	0.00	0.00	7.79	0.00	0.00	8.50	17.74	9.59	3.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	19.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102955_ACIR310F_RS0102955	0.00	0.00	0.00	0.00	9.24	5.91	0.00	0.00	57.77	26.76	31.50	65.67	0.00	0.00	0.00	0.00	0.00	130.44	0.00	0.00	71.39	74.09	57.92	0.00	93.33	97.70	607.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106055_ACIR310F_RS0106055	0.00	0.00	0.00	0.00	0.00	5.05	0.00	0.00	3.62	0.00	2.76	0.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65	1.71	0.00	4.08	3.29	6.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104660_ACIR310F_RS0104660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119680_ACIR310F_RS0119680	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	199.66	0.00	270.88	297.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	268.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112075_ACIR310F_RS0112075	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114925_ACIR310F_RS0114925	1106.83	0.00	0.00	117.90	134.48	101.20	0.00	0.00	141.88	84.38	109.10	117.57	296.98	0.00	0.00	1174.61	0.00	132.37	0.00	0.00	263.61	312.46	202.79	378.42	206.37	108.10	0.00	157.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111740_ACIR310F_RS0111740	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	103.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120095_ACIR310F_RS0120095	414.50	0.00	1019.52	588.82	585.34	712.04	530.65	618.12	1035.19	927.29	549.30	577.59	648.41	0.00	0.00	1100.86	1226.10	737.57	315.15	1054.60	662.52	722.70	638.59	455.57	868.67	722.33	2187.24	147.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116840_ACIR310F_RS0116840	292.54	0.00	0.00	0.00	7.75	54.59	0.00	0.00	26.91	50.45	30.53	68.05	0.00	0.00	0.00	0.00	0.00	45.86	0.00	0.00	17.88	1.68	0.00	0.00	0.00	61.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110520_ACIR310F_RS0110520	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	89.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110055_ACIR310F_RS0110055	0.00	0.00	0.00	0.00	45.61	57.85	0.00	0.00	48.01	83.93	148.64	133.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	151.33	58.88	69.97	203.88	0.00	121.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116160_ACIR310F_RS0116160	0.00	0.00	123.68	0.00	38.36	24.63	0.00	0.00	28.76	16.10	62.26	61.99	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	24.37	22.26	25.31	9.91	56.33	33.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115495_aroC	0.00	0.00	0.00	0.00	24.68	3.95	0.00	0.00	0.00	31.18	12.97	6.79	208.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.17	0.00	62.24	16.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120395_tilS	0.00	0.00	0.00	0.00	0.00	4.53	0.00	0.00	9.82	35.79	16.73	11.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.17	43.01	0.00	43.50	124.96	93.48	938.06	1135.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108330_ACIR310F_RS0108330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113535_ACIR310F_RS0113535	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	71.29	10.64	45.85	47.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS24095_ACIR310F_RS24095	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS27320_ACIR310F_RS27320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22000_ACIR310F_RS22000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	157.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	44.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106145_ACIR310F_RS0106145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.09	0.00	0.00	0.00	105.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102935_ACIR310F_RS0102935	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.69	4.75	1.73	5.43	0.00	0.00	0.00	0.00	0.00	23.46	0.00	0.00	15.20	30.00	31.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101330_iscB	191.54	0.00	454.84	0.00	85.89	71.29	0.00	0.00	38.51	0.00	108.92	97.58	0.00	0.00	0.00	0.00	680.70	12.08	0.00	0.00	0.00	0.00	79.75	109.18	216.43	133.40	0.00	408.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102655_ACIR310F_RS0102655	0.00	0.00	202.97	0.00	39.62	5.07	0.00	0.00	27.51	34.39	47.85	43.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.44	13.75	37.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111790_ACIR310F_RS0111790	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118960_gor	0.00	0.00	0.00	0.00	4.64	35.76	0.00	0.00	6.44	6.69	17.10	33.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.26	29.28	14.67	0.00	58.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS27130_rpsM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108440_ACIR310F_RS0108440	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116830_ruvA	0.00	0.00	407.57	0.00	64.09	212.66	1019.68	0.00	178.61	298.37	201.43	205.29	0.00	0.00	0.00	0.00	0.00	238.29	0.00	0.00	172.12	94.29	99.89	467.42	292.08	271.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS24405_ACIR310F_RS24405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103775_ACIR310F_RS0103775	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	120.87	0.00	0.00	35.22	17.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116980_ACIR310F_RS0116980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.60	38.39	53.22	0.00	0.00	0.00	0.00	0.00	43.60	0.00	0.00	12.07	10.20	0.00	0.00	65.71	13.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106715_ACIR310F_RS0106715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.56	10.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111310_ACIR310F_RS0111310	0.00	0.00	0.00	0.00	11.00	35.14	0.00	0.00	130.13	31.94	57.68	41.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.50	61.95	137.58	134.21	83.46	87.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120480_ACIR310F_RS0120480	768.85	231.06	3783.48	2455.58	1986.45	1507.14	765.06	0.00	2949.22	3354.88	3487.16	3356.76	3442.75	9.20	11.86	1085.08	0.00	2230.08	1890.05	0.00	677.74	460.74	1024.50	771.66	2873.15	3385.55	1349.59	1271.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120445_ACIR310F_RS0120445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101990_ACIR310F_RS0101990	0.00	0.00	0.00	0.00	0.00	81.37	0.00	0.00	45.59	144.12	83.77	58.96	0.00	0.00	0.00	0.00	0.00	35.09	0.00	0.00	108.50	103.59	48.78	0.00	165.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118620_gndA	0.00	609.37	0.00	119.67	168.60	165.11	0.00	0.00	276.59	258.92	261.38	264.77	375.74	0.00	0.00	0.00	0.00	419.81	0.00	0.00	1259.53	1679.45	701.09	617.13	368.81	374.80	445.00	718.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116305_ACIR310F_RS0116305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.85	6.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.52	19.34	0.00	0.00	35.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101435_ACIR310F_RS0101435	0.00	0.00	83.82	0.00	39.19	54.41	0.00	0.00	45.31	18.87	65.21	73.66	221.13	0.00	11.45	0.00	0.00	62.11	0.00	0.00	49.58	41.13	0.00	0.00	65.89	34.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114705_ACIR310F_RS0114705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.21	0.00	2.20	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118865_ACIR310F_RS0118865	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116235_ACIR310F_RS0116235	0.00	0.00	0.00	0.00	0.00	12.99	0.00	0.00	14.33	0.00	0.00	10.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106850_ACIR310F_RS0106850	1373.14	1519.36	129.36	0.00	60.26	48.99	260.63	799.99	30.60	8.68	7.40	0.00	1429.07	28.00	0.00	0.00	0.00	0.00	796.81	0.00	9.97	12.23	260.45	335.55	495.72	371.12	2824.34	3367.65	35242.13	26240.90	4204.50	1202.67	2868.47	10080.55	1779.14	2303.76
ACIR310F_RS0112910_ACIR310F_RS0112910	0.00	0.00	0.00	337.29	175.81	297.76	0.00	530.02	370.15	321.86	377.80	468.27	106.29	0.00	11.03	0.00	0.00	328.66	0.00	0.00	215.57	301.37	336.31	270.68	364.17	646.87	0.00	0.00	943.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114465_ACIR310F_RS0114465	763.12	0.00	0.00	0.00	127.84	232.78	0.00	0.00	336.10	277.04	349.98	390.34	113.89	0.00	47.10	0.00	0.00	215.77	165.54	946.21	685.99	759.70	550.80	621.02	339.45	213.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101685_rfbB	0.00	0.00	0.00	134.91	0.00	103.07	0.00	0.00	88.36	96.84	98.61	105.06	226.94	0.00	0.00	0.00	0.00	151.28	329.85	0.00	56.40	68.41	31.66	20.62	16.91	354.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106740_ACIR310F_RS0106740	0.00	0.00	103.24	61.92	31.98	86.60	74.38	0.00	44.24	60.75	69.76	46.92	154.85	0.00	0.00	93.28	0.00	44.13	0.00	0.00	64.79	43.76	54.34	106.38	40.23	24.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106175_ACIR310F_RS0106175	0.00	0.00	0.00	0.00	341.14	451.04	0.00	0.00	482.53	712.42	610.45	647.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.90	0.00	0.00	895.52	174.91	364.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22250_ACIR310F_RS22250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112605_ACIR310F_RS0112605	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.65	0.00	6.55	3.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	48.37	18.96	29.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25545_ACIR310F_RS25545	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117865_hoxU	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116250_leuD	0.00	0.00	0.00	0.00	125.25	26.62	0.00	0.00	116.45	111.51	40.08	67.85	0.00	0.00	0.00	0.00	0.00	32.22	0.00	0.00	118.36	66.20	129.92	126.60	141.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106705_ACIR310F_RS0106705	1745.71	0.00	0.00	0.00	93.73	29.85	0.00	0.00	98.15	91.21	134.85	54.81	0.00	0.00	0.00	0.00	0.00	215.68	0.00	0.00	48.45	30.37	0.00	0.00	198.12	165.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102265_ACIR310F_RS0102265	0.00	0.00	0.00	0.00	19.30	19.48	0.00	0.00	30.52	43.62	61.69	51.99	0.00	0.00	0.00	0.00	0.00	9.97	0.00	0.00	43.42	37.81	26.21	17.10	62.45	87.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116220_ACIR310F_RS0116220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54.10	25.06	59.05	68.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.24	30.03	81.48	0.00	21.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107520_ACIR310F_RS0107520	0.00	0.00	0.00	0.00	0.00	28.21	0.00	0.00	62.39	0.00	40.59	35.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.80	0.00	34.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101340_ACIR310F_RS0101340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.96	45.08	36.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110825_ACIR310F_RS0110825	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103660_ACIR310F_RS0103660	0.00	221.20	0.00	0.00	71.33	33.24	0.00	0.00	22.49	42.14	64.74	55.29	0.00	0.00	0.00	0.00	0.00	15.42	0.00	0.00	46.01	39.43	10.21	0.00	32.71	102.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119160_ACIR310F_RS0119160	0.00	0.00	0.00	38.07	130.21	130.66	0.00	0.00	70.65	134.79	153.26	226.21	0.00	0.00	0.00	0.00	0.00	114.75	0.00	0.00	80.42	94.71	98.21	52.37	57.08	194.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107455_ACIR310F_RS0107455	0.00	0.00	0.00	0.00	16.25	2.61	0.00	0.00	2.81	2.93	7.48	26.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.14	38.88	0.00	0.00	10.23	10.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114975_ACIR310F_RS0114975	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109715_ACIR310F_RS0109715	0.00	0.00	0.00	0.00	0.00	39.87	0.00	0.00	0.00	0.00	5.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	64.42	0.00	0.00	333.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120970_ACIR310F_RS0120970	0.00	0.00	1037.78	0.00	83.31	0.00	0.00	0.00	39.11	61.68	79.45	87.75	0.00	0.00	0.00	0.00	0.00	214.51	0.00	0.00	218.95	77.44	169.08	81.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106510_fetB	0.00	0.00	61.88	0.00	19.37	24.78	0.00	0.00	20.20	21.06	33.03	23.82	327.68	0.00	0.00	0.00	0.00	34.15	78.78	0.00	27.07	18.90	0.00	0.00	48.96	51.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115665_ACIR310F_RS0115665	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS26650_ACIR310F_RS26650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115715_ACIR310F_RS0115715	0.00	0.00	0.00	0.00	795.53	973.14	0.00	0.00	2151.63	332.89	830.13	535.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	346.13	728.59	0.00	1983.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109635_ACIR310F_RS0109635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109650_ACIR310F_RS0109650	0.00	0.00	0.00	0.00	0.00	1.91	0.00	340.05	0.00	0.00	8.61	4.12	0.00	0.00	0.00	0.00	0.00	21.48	0.00	0.00	3.94	9.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117285_ACIR310F_RS0117285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	217.34	96.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119050_ACIR310F_RS0119050	0.00	0.00	119.91	0.00	159.48	305.99	300.76	0.00	762.90	380.65	669.47	605.34	317.37	12.42	0.00	0.00	0.00	165.54	0.00	0.00	185.12	217.62	117.64	430.61	308.14	223.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23800_ACIR310F_RS23800	66.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	48.04	41.22	0.00	47.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115520_ACIR310F_RS0115520	0.00	0.00	0.00	0.00	0.00	188.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	425.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102925_ACIR310F_RS0102925	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	80.89	0.00	0.00	0.00	18.59	26.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119800_ACIR310F_RS0119800	321.68	0.00	0.00	57.16	67.79	138.65	137.36	0.00	120.30	48.83	91.38	104.22	0.00	0.00	7.56	0.00	0.00	101.56	0.00	0.00	103.06	81.07	93.76	13.10	42.68	44.73	141.73	114.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114640_ACIR310F_RS0114640	0.00	0.00	0.00	0.00	45.27	14.52	73.34	0.00	50.17	68.50	88.10	113.79	0.00	0.00	0.00	0.00	0.00	37.94	224.14	0.00	37.44	53.15	64.37	41.97	11.40	95.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
